production_order_id,product_id,machine_id,plant_location,shift,planned_quantity,actual_quantity,start_date,end_date,status,operator_id,production_cost
PO0003024,PROD00334,MCH021,Plant C - Manaus,Afternoon,657,1795,2022-01-06,2022-10-07,Completed,EMP010,40532.19
PO0003025,PROD00216,MCH038,Plant D - Recife,Morning,4554,1845,2023-04-21,2023-09-03,Completed,EMP031,15718.75
PO0003026,PROD00690,MCH012,Plant B - Curitiba,Afternoon,2943,3923,2023-11-15,2024-08-24,Completed,EMP011,9937.32
PO0003027,PROD00943,MCH035,Plant A - Sao Paulo,Afternoon,402,4838,2022-09-24,2023-05-26,Completed,EMP024,32694.3
PO0003028,PROD00426,MCH002,Plant B - Curitiba,Afternoon,469,2046,2021-11-25,2024-03-17,Completed,EMP019,2021.14
PO0003029,PROD00469,MCH010,Plant C - Manaus,Afternoon,840,4042,2022-10-28,2023-01-09,Completed,EMP035,17237.02
PO0003030,PROD00622,MCH041,Plant A - Sao Paulo,Morning,1221,2878,2021-11-24,2024-07-24,Completed,EMP034,10701.41
PO0003031,PROD00016,MCH011,Plant D - Recife,Afternoon,1354,4245,2024-05-24,2024-12-28,Completed,EMP031,30377.66
PO0003032,PROD00411,MCH007,Plant C - Manaus,Afternoon,3537,3547,2022-07-20,2023-08-09,Completed,EMP048,40379.09
PO0003033,PROD00170,MCH012,Plant B - Curitiba,Afternoon,991,222,2024-12-07,2024-12-30,Completed,EMP032,6140.74
PO0003034,PROD00502,MCH042,Plant B - Curitiba,Morning,4744,4306,2023-06-12,2024-05-08,Completed,EMP032,21839.21
PO0003035,PROD00812,MCH001,Plant C - Manaus,Night,2796,1304,2024-05-16,2024-09-21,Completed,EMP020,42989.57
PO0003036,PROD00117,MCH037,Plant D - Recife,Night,4472,3506,2024-10-24,2024-12-06,Completed,EMP039,35162.68
PO0003037,PROD00500,MCH026,Plant A - Sao Paulo,Night,1764,610,2024-07-21,2024-11-06,Cancelled,EMP005,18220.96
PO0003038,PROD00396,MCH018,Plant A - Sao Paulo,Afternoon,4537,340,2024-04-01,2024-08-13,Completed,EMP003,21838.61
PO0003039,PROD00150,MCH034,Plant D - Recife,Night,440,2309,2022-11-05,2022-12-03,In Progress,EMP018,29250.7
PO0003040,PROD00342,MCH018,Plant C - Manaus,Night,4930,198,2021-03-28,2022-11-01,Completed,EMP016,19490.11
PO0003041,PROD00002,MCH017,Plant D - Recife,Afternoon,2838,3244,2023-02-27,2024-09-05,Completed,EMP024,14840.15
PO0003042,PROD00045,MCH038,Plant D - Recife,Night,4541,1927,2021-11-10,2023-11-02,Completed,EMP050,1656.22
PO0003043,PROD00578,MCH012,Plant B - Curitiba,Night,293,1395,2024-02-04,2024-03-14,Completed,EMP049,46279.89
PO0003044,PROD00075,MCH025,Plant D - Recife,Afternoon,603,4068,2022-04-19,2023-10-11,Completed,EMP045,8243.29
PO0003045,PROD00211,MCH033,Plant C - Manaus,Afternoon,1574,1574,2021-12-05,2022-08-20,Completed,EMP045,47040.49
PO0003046,PROD00745,MCH012,Plant B - Curitiba,Afternoon,4974,337,2022-01-02,2022-10-03,Completed,EMP041,30374.11
PO0003047,PROD00505,MCH032,Plant D - Recife,Morning,1031,1716,2023-10-16,2024-02-19,Completed,EMP009,19628.01
PO0003048,PROD00121,MCH050,Plant C - Manaus,Afternoon,4044,3223,2023-06-01,2024-01-03,Completed,EMP021,35658.09
PO0003049,PROD00177,MCH015,Plant B - Curitiba,Night,3493,1874,2024-05-16,2024-07-14,Completed,EMP035,39686.16
PO0003050,PROD00072,MCH022,Plant B - Curitiba,Morning,3969,1855,2021-01-20,2021-10-31,Completed,EMP022,27545.73
PO0003051,PROD00127,MCH029,Plant A - Sao Paulo,Night,3729,4015,2022-03-11,2023-08-21,Completed,EMP013,26351.84
PO0003052,PROD00525,MCH040,Plant C - Manaus,Afternoon,1753,3947,2021-03-03,2022-12-30,Completed,EMP005,45984.48
PO0003053,PROD00350,MCH005,Plant C - Manaus,Afternoon,622,436,2024-02-15,2024-07-09,Cancelled,EMP001,16156.19
PO0003054,PROD00666,MCH014,Plant D - Recife,Morning,346,2165,2023-01-02,2024-01-19,Completed,EMP026,5373.46
PO0003055,PROD00817,MCH012,Plant D - Recife,Afternoon,2817,2289,2024-12-29,2024-12-29,Completed,EMP019,44148.57
PO0003056,PROD00995,MCH048,Plant D - Recife,Morning,2379,1521,2023-05-28,2024-09-02,Completed,EMP049,38358.79
PO0003057,PROD00653,MCH011,Plant A - Sao Paulo,Morning,3370,304,2024-05-13,2024-11-05,Completed,EMP014,20888.47
PO0003058,PROD00265,MCH006,Plant C - Manaus,Night,3975,1843,2022-04-13,2024-01-30,Completed,EMP044,16825.61
PO0003059,PROD00294,MCH028,Plant A - Sao Paulo,Morning,2057,1200,2022-01-22,2022-09-20,Completed,EMP020,4092.55
PO0003060,PROD00252,MCH013,Plant C - Manaus,Night,2312,4319,2021-04-04,2024-10-25,Completed,EMP047,22419.45
PO0003061,PROD00238,MCH023,Plant B - Curitiba,Night,2665,3200,2024-01-04,2024-03-14,Completed,EMP023,2354.2
PO0003062,PROD00816,MCH036,Plant C - Manaus,Afternoon,1520,4662,2022-10-09,2024-08-12,Cancelled,EMP014,15926.97
PO0003063,PROD00038,MCH041,Plant A - Sao Paulo,Morning,4176,980,2023-03-09,2023-07-03,Completed,EMP009,6830.45
PO0003064,PROD00787,MCH047,Plant A - Sao Paulo,Night,2479,1852,2023-07-18,2024-12-15,Completed,EMP005,43754.99
PO0003065,PROD00077,MCH020,Plant A - Sao Paulo,Morning,2151,3212,2022-08-21,2023-09-29,In Progress,EMP019,36016.83
PO0003066,PROD00054,MCH013,Plant B - Curitiba,Night,1545,1943,2024-03-24,2024-06-13,Completed,EMP013,29696.88
PO0003067,PROD00508,MCH039,Plant C - Manaus,Morning,681,3907,2021-10-02,2023-08-28,Completed,EMP013,40616.89
PO0003068,PROD00446,MCH014,Plant C - Manaus,Morning,4747,3380,2024-12-21,2024-12-28,Completed,EMP035,43846.79
PO0003069,PROD00807,MCH036,Plant B - Curitiba,Afternoon,1533,4395,2024-05-16,2024-08-24,Completed,EMP011,14460.07
PO0003070,PROD00467,MCH006,Plant B - Curitiba,Afternoon,4644,1730,2021-04-03,2023-07-12,Completed,EMP033,18053.5
PO0003071,PROD00200,MCH023,Plant D - Recife,Afternoon,2529,3039,2024-09-29,2024-12-25,Completed,EMP001,34678.79
PO0003072,PROD00823,MCH044,Plant A - Sao Paulo,Afternoon,3655,1049,2022-05-03,2023-11-14,Completed,EMP013,6299.06
PO0003073,PROD00955,MCH043,Plant A - Sao Paulo,Morning,709,792,2023-04-26,2024-12-13,Cancelled,EMP044,43175.01
PO0003074,PROD00597,MCH034,Plant B - Curitiba,Night,447,2496,2022-02-23,2024-07-05,In Progress,EMP009,24546.97
PO0003075,PROD00837,MCH020,Plant C - Manaus,Morning,4357,405,2022-04-19,2022-06-06,Completed,EMP036,16261.35
PO0003076,PROD00013,MCH006,Plant B - Curitiba,Night,3077,2401,2022-08-14,2022-09-10,Completed,EMP040,15009.19
PO0003077,PROD00367,MCH039,Plant A - Sao Paulo,Night,349,1694,2022-04-20,2023-05-17,Completed,EMP033,7729.74
PO0003078,PROD00935,MCH006,Plant D - Recife,Morning,2351,3523,2023-03-18,2023-11-09,Completed,EMP037,13761.57
PO0003079,PROD00307,MCH006,Plant B - Curitiba,Afternoon,1879,4515,2023-04-05,2024-09-07,In Progress,EMP036,13549.03
PO0003080,PROD00788,MCH042,Plant A - Sao Paulo,Afternoon,3308,3012,2024-10-23,2024-12-20,Completed,EMP040,5459.24
PO0003081,PROD00873,MCH022,Plant A - Sao Paulo,Night,145,4456,2022-07-30,2023-09-27,Completed,EMP023,17431.52
PO0003082,PROD00403,MCH029,Plant B - Curitiba,Night,2492,2083,2022-12-19,2024-08-04,Completed,EMP031,42547.11
PO0003083,PROD00199,MCH043,Plant B - Curitiba,Night,3598,3556,2024-01-15,2024-05-22,Completed,EMP017,43384.11
PO0003084,PROD00972,MCH006,Plant D - Recife,Morning,1173,2395,2022-08-02,2024-10-16,Completed,EMP025,41107.17
PO0003085,PROD00917,MCH003,Plant C - Manaus,Night,1196,2104,2024-05-06,2024-07-21,Completed,EMP037,49046.27
PO0003086,PROD00288,MCH009,Plant C - Manaus,Night,195,632,2022-01-28,2024-04-27,Completed,EMP012,29868.41
PO0003087,PROD00439,MCH030,Plant A - Sao Paulo,Afternoon,2267,3304,2021-09-30,2022-10-14,Completed,EMP023,36538.18
PO0003088,PROD00799,MCH041,Plant B - Curitiba,Night,1631,2317,2022-09-28,2023-05-14,Completed,EMP042,42408.74
PO0003089,PROD00451,MCH025,Plant C - Manaus,Afternoon,4920,1576,2021-08-18,2024-01-06,Completed,EMP010,16805.48
PO0003090,PROD00724,MCH049,Plant A - Sao Paulo,Afternoon,3093,1543,2024-08-15,2024-08-28,Completed,EMP014,36298.54
PO0003091,PROD00331,MCH033,Plant D - Recife,Afternoon,4245,3179,2022-11-10,2023-10-19,Completed,EMP025,23208.73
PO0003092,PROD00620,MCH041,Plant B - Curitiba,Afternoon,3443,3074,2022-02-15,2024-08-21,Completed,EMP011,27282.74
PO0003093,PROD00005,MCH002,Plant D - Recife,Morning,4421,1303,2023-09-17,2024-08-12,Completed,EMP025,13302.07
PO0003094,PROD00638,MCH022,Plant A - Sao Paulo,Morning,3727,3305,2023-11-18,2024-09-30,Completed,EMP049,44007.53
PO0003095,PROD00593,MCH021,Plant D - Recife,Night,4158,2649,2023-01-28,2023-06-08,Completed,EMP009,6020.71
PO0003096,PROD00912,MCH027,Plant D - Recife,Morning,4915,1014,2023-04-20,2024-07-27,Cancelled,EMP007,39032.16
PO0003097,PROD00938,MCH026,Plant C - Manaus,Afternoon,4721,971,2022-10-29,2024-07-09,Completed,EMP044,49766.5
PO0003098,PROD00957,MCH016,Plant D - Recife,Afternoon,2083,1805,2022-05-30,2023-06-11,Completed,EMP009,14948.43
PO0003099,PROD00670,MCH044,Plant D - Recife,Afternoon,293,1296,2024-06-24,2024-07-20,Completed,EMP047,20357.88
PO0003100,PROD00393,MCH012,Plant B - Curitiba,Afternoon,1031,299,2021-06-22,2021-08-27,Completed,EMP011,12758.76
PO0003101,PROD00439,MCH032,Plant D - Recife,Night,3096,2568,2021-11-01,2023-01-14,In Progress,EMP017,19081.79
PO0003102,PROD00419,MCH004,Plant A - Sao Paulo,Night,1347,3003,2023-11-26,2024-01-10,Cancelled,EMP048,44817.55
PO0003103,PROD00349,MCH034,Plant C - Manaus,Afternoon,2425,1907,2021-11-10,2022-03-08,In Progress,EMP014,27216.13
PO0003104,PROD00429,MCH031,Plant B - Curitiba,Morning,2534,2147,2024-05-13,2024-05-19,Completed,EMP041,19000.02
PO0003105,PROD00992,MCH028,Plant C - Manaus,Morning,4431,3593,2021-12-07,2023-09-30,Completed,EMP029,46226.56
PO0003106,PROD00925,MCH001,Plant C - Manaus,Night,545,80,2024-06-12,2024-06-23,Completed,EMP024,11700.19
PO0003107,PROD00620,MCH022,Plant A - Sao Paulo,Night,4139,2867,2021-10-08,2023-01-22,Completed,EMP050,8846.38
PO0003108,PROD00673,MCH005,Plant C - Manaus,Night,1741,4254,2022-08-22,2024-11-09,Completed,EMP049,29570.2
PO0003109,PROD00595,MCH041,Plant D - Recife,Night,4974,4906,2023-03-10,2024-07-25,In Progress,EMP040,40550.74
PO0003110,PROD00366,MCH020,Plant A - Sao Paulo,Morning,2356,1932,2023-07-12,2024-07-25,Completed,EMP004,47738.31
PO0003111,PROD00642,MCH009,Plant D - Recife,Night,774,2575,2021-11-17,2022-06-03,Completed,EMP047,40793.4
PO0003112,PROD00258,MCH014,Plant C - Manaus,Afternoon,882,4919,2022-10-31,2023-08-12,In Progress,EMP026,9271.58
PO0003113,PROD00410,MCH012,Plant C - Manaus,Night,935,1156,2023-05-15,2024-01-23,Completed,EMP028,33649.11
PO0003114,PROD00330,MCH042,Plant C - Manaus,Afternoon,2086,3660,2021-08-24,2022-02-22,Completed,EMP049,8121.07
PO0003115,PROD00424,MCH004,Plant D - Recife,Afternoon,4009,4754,2022-08-20,2023-06-30,Completed,EMP049,7218.74
PO0003116,PROD00065,MCH042,Plant C - Manaus,Afternoon,1859,4851,2023-12-20,2024-10-27,Completed,EMP049,1507.59
PO0003117,PROD00646,MCH006,Plant B - Curitiba,Afternoon,1509,2311,2023-03-04,2024-12-24,Completed,EMP045,34456.99
PO0003118,PROD00124,MCH048,Plant C - Manaus,Afternoon,2052,722,2021-01-19,2022-03-31,In Progress,EMP041,21838.43
PO0003119,PROD00454,MCH031,Plant B - Curitiba,Afternoon,3781,1529,2021-11-07,2024-01-06,Completed,EMP011,9944.51
PO0003120,PROD00575,MCH003,Plant D - Recife,Night,714,2886,2024-02-03,2024-07-18,Completed,EMP040,13191.59
PO0003121,PROD00191,MCH028,Plant D - Recife,Night,2722,3342,2024-06-23,2024-09-16,Completed,EMP036,44960.77
PO0003122,PROD00792,MCH002,Plant B - Curitiba,Night,2045,4807,2021-03-09,2022-09-12,In Progress,EMP013,4172.36
PO0003123,PROD00380,MCH032,Plant D - Recife,Afternoon,4051,503,2024-08-13,2024-09-16,In Progress,EMP041,24282.82
PO0003124,PROD00288,MCH036,Plant C - Manaus,Afternoon,3824,3262,2022-01-02,2023-12-05,Completed,EMP020,39797.27
PO0003125,PROD00915,MCH006,Plant B - Curitiba,Afternoon,4304,4738,2023-01-16,2024-05-27,Completed,EMP018,38410.83
PO0003126,PROD00406,MCH028,Plant B - Curitiba,Afternoon,2419,489,2024-05-15,2024-11-04,Completed,EMP004,47399.56
PO0003127,PROD00364,MCH029,Plant C - Manaus,Morning,4084,652,2023-06-01,2024-12-07,Completed,EMP038,32017.22
PO0003128,PROD00688,MCH002,Plant B - Curitiba,Morning,377,105,2024-09-15,2024-10-08,Completed,EMP049,32006.21
PO0003129,PROD00626,MCH014,Plant A - Sao Paulo,Morning,3080,4404,2024-03-19,2024-07-07,Completed,EMP050,29582.11
PO0003130,PROD00538,MCH016,Plant C - Manaus,Night,1406,1506,2024-02-18,2024-07-12,Completed,EMP044,27025.32
PO0003131,PROD00025,MCH035,Plant D - Recife,Night,1265,1684,2023-12-05,2024-03-06,Completed,EMP012,44489.58
PO0003132,PROD00059,MCH006,Plant C - Manaus,Night,2650,749,2023-08-16,2024-06-04,Completed,EMP048,34527.69
PO0003133,PROD00465,MCH029,Plant B - Curitiba,Morning,4102,1183,2022-07-25,2023-02-27,Completed,EMP038,12452.9
PO0003134,PROD00336,MCH044,Plant C - Manaus,Night,2248,2931,2024-08-18,2024-12-24,Completed,EMP023,25187.68
PO0003135,PROD00720,MCH035,Plant A - Sao Paulo,Night,3389,4043,2023-11-04,2024-12-14,Completed,EMP049,5367.18
PO0003136,PROD00273,MCH024,Plant D - Recife,Afternoon,271,646,2024-10-29,2024-12-12,Completed,EMP044,2403.33
PO0003137,PROD00320,MCH006,Plant C - Manaus,Morning,2714,2865,2024-08-16,2024-08-29,Completed,EMP038,21816.91
PO0003138,PROD00513,MCH024,Plant D - Recife,Morning,2386,3957,2023-03-13,2024-11-22,Cancelled,EMP048,43861.45
PO0003139,PROD00319,MCH036,Plant D - Recife,Morning,3008,2728,2023-09-14,2023-12-13,Completed,EMP001,2624.83
PO0003140,PROD00121,MCH033,Plant C - Manaus,Afternoon,2265,3960,2023-01-26,2024-06-15,Completed,EMP038,14115.3
PO0003141,PROD00906,MCH041,Plant B - Curitiba,Morning,4442,1675,2021-07-31,2023-01-14,Completed,EMP025,6484.45
PO0003142,PROD00431,MCH008,Plant B - Curitiba,Morning,1629,3345,2022-09-12,2024-04-19,In Progress,EMP032,11481.33
PO0003143,PROD00694,MCH047,Plant C - Manaus,Morning,926,4669,2023-05-19,2024-03-14,Completed,EMP039,23984.09
PO0003144,PROD00853,MCH013,Plant D - Recife,Morning,998,2029,2023-08-05,2023-08-31,Cancelled,EMP009,5851.05
PO0003145,PROD00559,MCH045,Plant A - Sao Paulo,Morning,4548,3670,2022-09-12,2024-07-22,In Progress,EMP041,27536.7
PO0003146,PROD00641,MCH031,Plant D - Recife,Afternoon,3007,3443,2022-09-16,2023-10-20,Completed,EMP043,8433.98
PO0003147,PROD00813,MCH033,Plant C - Manaus,Afternoon,1962,4048,2022-06-04,2024-04-02,Completed,EMP048,12052.24
PO0003148,PROD00067,MCH034,Plant C - Manaus,Afternoon,3956,3933,2023-02-03,2023-04-20,In Progress,EMP044,16548.96
PO0003149,PROD00386,MCH007,Plant A - Sao Paulo,Morning,4413,4660,2024-12-05,2024-12-09,In Progress,EMP009,13135.25
PO0003150,PROD00440,MCH026,Plant B - Curitiba,Morning,856,3534,2024-03-18,2024-04-15,Completed,EMP038,42162.06
PO0003151,PROD00217,MCH009,Plant B - Curitiba,Afternoon,4754,1139,2021-05-19,2022-07-17,Cancelled,EMP028,45873.01
PO0003152,PROD00731,MCH036,Plant C - Manaus,Afternoon,2137,4703,2021-06-15,2024-05-07,Completed,EMP023,21831.1
PO0003153,PROD00206,MCH001,Plant D - Recife,Morning,475,239,2023-12-25,2024-04-25,Completed,EMP002,11632.69
PO0003154,PROD00518,MCH034,Plant C - Manaus,Morning,1130,1996,2021-03-15,2021-05-07,In Progress,EMP003,44030.84
PO0003155,PROD00968,MCH046,Plant C - Manaus,Afternoon,487,851,2021-04-07,2021-10-22,Cancelled,EMP050,9197.48
PO0003156,PROD00494,MCH041,Plant A - Sao Paulo,Morning,3001,1302,2023-05-07,2023-08-22,Completed,EMP048,11834.94
PO0003157,PROD00829,MCH033,Plant B - Curitiba,Afternoon,1234,2039,2022-10-10,2023-12-05,Completed,EMP034,42689.99
PO0003158,PROD00655,MCH010,Plant D - Recife,Morning,2703,2893,2022-09-18,2023-02-22,Completed,EMP018,8585.35
PO0003159,PROD00273,MCH034,Plant D - Recife,Morning,369,911,2022-06-30,2022-06-30,In Progress,EMP015,25456.95
PO0003160,PROD00787,MCH009,Plant D - Recife,Night,4572,3963,2022-03-17,2024-12-02,Completed,EMP023,15380.18
PO0003161,PROD00636,MCH003,Plant D - Recife,Morning,3384,1962,2023-05-20,2024-04-06,Completed,EMP045,20296.34
PO0003162,PROD00013,MCH019,Plant C - Manaus,Morning,1321,500,2021-12-11,2022-12-07,Completed,EMP019,48500.37
PO0003163,PROD00302,MCH002,Plant A - Sao Paulo,Night,4298,4122,2023-11-03,2024-07-23,Completed,EMP049,31788.96
PO0003164,PROD00155,MCH005,Plant C - Manaus,Morning,2692,3722,2024-07-30,2024-12-24,Completed,EMP011,18649.28
PO0003165,PROD00309,MCH026,Plant B - Curitiba,Morning,4957,2895,2024-01-19,2024-06-15,In Progress,EMP021,31521.69
PO0003166,PROD00147,MCH034,Plant A - Sao Paulo,Afternoon,2373,2798,2022-08-02,2022-08-31,Completed,EMP013,25464.33
PO0003167,PROD00235,MCH039,Plant B - Curitiba,Afternoon,3369,640,2024-01-20,2024-08-19,Completed,EMP036,18163.52
PO0003168,PROD00113,MCH023,Plant A - Sao Paulo,Afternoon,2237,767,2023-06-16,2023-09-23,Completed,EMP010,27095.35
PO0003169,PROD00422,MCH049,Plant B - Curitiba,Morning,4745,2584,2024-04-25,2024-07-08,Completed,EMP007,9029.29
PO0003170,PROD00669,MCH021,Plant B - Curitiba,Night,1903,1394,2021-11-17,2023-02-24,Completed,EMP008,14390.06
PO0003171,PROD00455,MCH001,Plant D - Recife,Morning,2925,1446,2022-06-29,2022-07-09,Completed,EMP008,27606.36
PO0003172,PROD00453,MCH016,Plant C - Manaus,Night,2860,2798,2021-07-04,2024-03-17,Completed,EMP015,22985.94
PO0003173,PROD00767,MCH025,Plant C - Manaus,Night,1433,2893,2021-08-12,2024-12-11,Completed,EMP018,28526.16
PO0003174,PROD00123,MCH004,Plant A - Sao Paulo,Night,615,4138,2024-10-12,2024-10-19,Completed,EMP043,27603.01
PO0003175,PROD00527,MCH021,Plant A - Sao Paulo,Morning,3293,4972,2023-09-18,2024-11-19,Cancelled,EMP036,34174.11
PO0003176,PROD00507,MCH049,Plant C - Manaus,Morning,4124,213,2022-02-22,2024-05-19,In Progress,EMP050,31997.22
PO0003177,PROD00333,MCH006,Plant A - Sao Paulo,Afternoon,148,902,2021-02-20,2022-11-30,Completed,EMP004,23774.42
PO0003178,PROD00418,MCH015,Plant C - Manaus,Night,4114,3103,2024-12-18,2024-12-24,Completed,EMP005,30130.3
PO0003179,PROD00670,MCH006,Plant A - Sao Paulo,Night,3542,4457,2022-07-16,2024-04-28,Completed,EMP012,9449.5
PO0003180,PROD00237,MCH031,Plant A - Sao Paulo,Morning,4849,2275,2021-03-03,2023-02-13,Completed,EMP027,45134.44
PO0003181,PROD00250,MCH042,Plant B - Curitiba,Morning,1393,4634,2023-05-10,2024-04-10,Completed,EMP024,2921.95
PO0003182,PROD00948,MCH036,Plant C - Manaus,Afternoon,249,1850,2024-03-19,2024-12-10,Completed,EMP004,24083.51
PO0003183,PROD00799,MCH009,Plant D - Recife,Morning,4286,934,2024-08-09,2024-11-28,In Progress,EMP042,17623.54
PO0003184,PROD00318,MCH019,Plant B - Curitiba,Afternoon,1189,2014,2021-12-13,2023-04-03,Completed,EMP002,2619.24
PO0003185,PROD00770,MCH048,Plant D - Recife,Night,4068,4543,2021-02-21,2024-11-23,Completed,EMP046,629.69
PO0003186,PROD00279,MCH005,Plant A - Sao Paulo,Morning,1929,3553,2022-08-15,2024-06-06,Completed,EMP029,4718.16
PO0003187,PROD00073,MCH043,Plant A - Sao Paulo,Afternoon,2287,3588,2024-04-06,2024-11-28,Completed,EMP030,31649.44
PO0003188,PROD00047,MCH048,Plant D - Recife,Afternoon,1129,2104,2023-03-21,2024-03-25,Completed,EMP049,16580.51
PO0003189,PROD00537,MCH011,Plant B - Curitiba,Afternoon,3352,4012,2023-01-07,2024-03-03,Completed,EMP031,3993.03
PO0003190,PROD00141,MCH032,Plant B - Curitiba,Night,1067,2249,2024-01-03,2024-05-31,In Progress,EMP027,14022.2
PO0003191,PROD00229,MCH041,Plant C - Manaus,Morning,4154,3016,2022-07-11,2022-08-03,Completed,EMP012,43745.83
PO0003192,PROD00532,MCH041,Plant D - Recife,Morning,978,3208,2022-02-07,2024-09-16,In Progress,EMP026,705.54
PO0003193,PROD00700,MCH018,Plant B - Curitiba,Night,112,2151,2022-11-03,2023-09-05,Completed,EMP017,14437.5
PO0003194,PROD00739,MCH033,Plant A - Sao Paulo,Night,1090,1723,2023-09-15,2024-12-02,Completed,EMP038,16281.35
PO0003195,PROD00270,MCH047,Plant D - Recife,Morning,3749,3660,2021-06-12,2023-03-03,Completed,EMP017,27573.28
PO0003196,PROD00158,MCH037,Plant C - Manaus,Morning,2937,582,2022-03-03,2023-03-27,Completed,EMP031,49798.51
PO0003197,PROD00556,MCH040,Plant A - Sao Paulo,Afternoon,1933,176,2021-08-16,2021-12-01,Completed,EMP029,35117.34
PO0003198,PROD00342,MCH017,Plant C - Manaus,Afternoon,2109,4586,2024-02-01,2024-04-15,Completed,EMP003,26664.28
PO0003199,PROD00900,MCH012,Plant A - Sao Paulo,Afternoon,2067,3288,2024-12-12,2024-12-22,Completed,EMP043,6132.33
PO0003200,PROD00698,MCH035,Plant A - Sao Paulo,Afternoon,2715,4700,2023-11-04,2023-12-04,Completed,EMP032,24250.94
PO0003201,PROD00766,MCH003,Plant D - Recife,Afternoon,3050,3799,2023-11-08,2024-05-15,In Progress,EMP021,22364.97
PO0003202,PROD00735,MCH050,Plant B - Curitiba,Night,2045,1461,2023-11-13,2024-02-08,Completed,EMP018,28841.31
PO0003203,PROD00429,MCH012,Plant A - Sao Paulo,Night,1981,3967,2023-05-29,2024-03-06,In Progress,EMP009,18261.84
PO0003204,PROD00612,MCH031,Plant C - Manaus,Morning,606,103,2024-12-12,2024-12-13,Completed,EMP048,2145.09
PO0003205,PROD00950,MCH036,Plant B - Curitiba,Night,1088,671,2021-05-13,2024-09-14,Completed,EMP022,30746.74
PO0003206,PROD00060,MCH003,Plant D - Recife,Morning,4419,801,2021-07-16,2022-05-15,Completed,EMP010,35401.12
PO0003207,PROD00950,MCH010,Plant B - Curitiba,Morning,1994,4559,2022-01-29,2023-09-14,Completed,EMP050,39209.79
PO0003208,PROD00349,MCH047,Plant C - Manaus,Afternoon,2526,2345,2024-12-17,2024-12-25,Completed,EMP024,19321.39
PO0003209,PROD00306,MCH047,Plant A - Sao Paulo,Night,737,3938,2023-02-23,2024-05-23,In Progress,EMP014,7707.74
PO0003210,PROD00657,MCH030,Plant A - Sao Paulo,Night,2540,3536,2022-07-03,2023-03-01,Completed,EMP027,28793.62
PO0003211,PROD00717,MCH015,Plant A - Sao Paulo,Afternoon,4636,1560,2024-12-11,2024-12-19,Completed,EMP008,14740.28
PO0003212,PROD00941,MCH010,Plant A - Sao Paulo,Afternoon,4293,3094,2024-07-26,2024-12-18,Completed,EMP029,43767.22
PO0003213,PROD00477,MCH035,Plant D - Recife,Afternoon,4578,3084,2023-01-20,2023-06-26,Completed,EMP009,16946.34
PO0003214,PROD00062,MCH008,Plant C - Manaus,Afternoon,2340,4440,2022-09-29,2023-09-26,Completed,EMP010,38424.2
PO0003215,PROD00995,MCH004,Plant C - Manaus,Morning,507,1330,2024-11-28,2024-12-09,Completed,EMP029,23152.17
PO0003216,PROD00626,MCH031,Plant C - Manaus,Morning,1965,3737,2023-04-22,2024-07-17,Completed,EMP007,23566.41
PO0003217,PROD00452,MCH005,Plant D - Recife,Afternoon,955,3449,2022-07-28,2023-11-29,In Progress,EMP016,27340.08
PO0003218,PROD00791,MCH016,Plant A - Sao Paulo,Night,2519,2214,2024-08-01,2024-08-16,Completed,EMP030,8824.46
PO0003219,PROD00385,MCH026,Plant B - Curitiba,Afternoon,4298,2166,2023-11-21,2024-06-14,In Progress,EMP043,18024.92
PO0003220,PROD00091,MCH019,Plant D - Recife,Afternoon,1113,3744,2021-06-18,2022-07-22,In Progress,EMP021,692.5
PO0003221,PROD00530,MCH006,Plant B - Curitiba,Morning,3324,3498,2023-10-28,2024-06-18,Cancelled,EMP017,38283.93
PO0003222,PROD00207,MCH007,Plant B - Curitiba,Morning,1232,1547,2022-11-03,2023-02-03,Completed,EMP031,40119.06
PO0003223,PROD00867,MCH049,Plant D - Recife,Night,3799,405,2022-09-13,2024-03-10,Completed,EMP015,33889.72
PO0003224,PROD00647,MCH036,Plant D - Recife,Morning,4805,2935,2021-03-20,2024-10-27,Completed,EMP029,2896.66
PO0003225,PROD00197,MCH033,Plant C - Manaus,Morning,4799,1324,2021-05-20,2022-04-14,Completed,EMP033,24670.49
PO0003226,PROD00366,MCH010,Plant B - Curitiba,Afternoon,4301,3061,2024-05-19,2024-11-25,Completed,EMP037,36246.59
PO0003227,PROD00899,MCH016,Plant A - Sao Paulo,Night,2276,1994,2023-05-06,2023-07-03,Completed,EMP027,6751.73
PO0003228,PROD00829,MCH025,Plant B - Curitiba,Afternoon,1276,4093,2023-09-05,2023-10-06,Completed,EMP019,32719.57
PO0003229,PROD00522,MCH038,Plant C - Manaus,Night,2040,3345,2022-02-13,2024-04-23,Cancelled,EMP005,26952.19
PO0003230,PROD00319,MCH028,Plant C - Manaus,Night,1871,815,2022-03-22,2023-05-31,In Progress,EMP050,19986.02
PO0003231,PROD00790,MCH032,Plant C - Manaus,Morning,2470,1823,2024-05-29,2024-12-30,Completed,EMP004,9262.48
PO0003232,PROD00233,MCH031,Plant C - Manaus,Night,1416,1910,2023-09-24,2024-01-13,Completed,EMP046,22928.06
PO0003233,PROD00069,MCH049,Plant C - Manaus,Morning,2559,1598,2021-07-05,2024-11-17,Completed,EMP033,20512.96
PO0003234,PROD00756,MCH005,Plant A - Sao Paulo,Night,266,218,2022-10-20,2024-03-19,Completed,EMP047,10635.82
