defect_id,production_order_id,machine_id,defect_type,defect_quantity,inspection_date,inspector_id,corrective_action
DEF000703,PO0003465,MCH028,Color Mismatch,36,2023-09-03,INS04,Pending
DEF000704,PO0001245,MCH031,Material Defect,20,2023-04-30,INS10,
DEF000705,PO0000804,MCH030,Assembly Fault,31,2024-09-09,INS09,Pending
DEF000706,PO0000566,MCH031,Dimensional Error,39,2024-10-03,INS10,Rework
DEF000707,PO0001780,MCH027,Material Defect,13,2021-12-12,INS08,Rework
DEF000708,PO0000217,MCH001,None,24,2022-07-09,INS08,Scrap
DEF000709,PO0003084,MCH006,Surface Scratch,14,2024-10-16,INS10,Accept
DEF000710,PO0004957,MCH023,Assembly Fault,17,2024-12-14,INS03,Rework
DEF000711,PO0003892,MCH036,None,34,2024-02-29,INS06,Scrap
DEF000712,PO0000554,MCH016,Assembly Fault,1,2023-12-01,INS10,
DEF000713,PO0004838,MCH034,None,12,2024-02-23,INS10,Scrap
DEF000714,PO0002197,MCH043,Color Mismatch,32,2024-10-24,INS04,Pending
DEF000715,PO0000365,MCH005,Material Defect,18,2021-10-11,INS10,
DEF000716,PO0004281,MCH050,Assembly Fault,6,2024-10-01,INS03,Pending
DEF000717,PO0000241,MCH039,Assembly Fault,48,2024-02-17,INS01,Rework
DEF000718,PO0004011,MCH039,None,37,2023-11-01,INS06,
DEF000719,PO0003707,MCH009,Surface Scratch,9,2023-06-14,INS10,Scrap
DEF000720,PO0000591,MCH037,Surface Scratch,8,2024-12-12,INS04,Scrap
DEF000721,PO0004895,MCH034,None,29,2023-02-03,INS01,Scrap
DEF000722,PO0002711,MCH030,Surface Scratch,33,2023-02-25,INS04,
DEF000723,PO0003699,MCH008,Assembly Fault,24,2022-04-16,INS08,Pending
DEF000724,PO0004283,MCH044,Material Defect,18,2023-08-10,INS02,Accept
DEF000725,PO0003656,MCH022,Material Defect,16,2021-08-14,INS02,Pending
DEF000726,PO0000780,MCH017,Assembly Fault,33,2024-12-29,INS08,Accept
DEF000727,PO0003249,MCH042,None,37,2024-02-03,INS10,Rework
DEF000728,PO0001992,MCH009,Surface Scratch,33,2022-08-19,INS03,Accept
DEF000729,PO0001235,MCH040,Material Defect,27,2024-10-22,INS01,Scrap
DEF000730,PO0000787,MCH011,Assembly Fault,44,2023-08-23,INS06,Accept
DEF000731,PO0003008,MCH013,Assembly Fault,46,2024-04-03,INS07,Accept
DEF000732,PO0002620,MCH034,Material Defect,20,2023-07-08,INS06,Pending
DEF000733,PO0002342,MCH009,Assembly Fault,40,2024-07-28,INS07,
DEF000734,PO0003829,MCH046,Assembly Fault,30,2024-10-17,INS10,Scrap
DEF000735,PO0001439,MCH036,Assembly Fault,41,2024-03-01,INS01,Accept
DEF000736,PO0001372,MCH028,Material Defect,20,2024-12-18,INS06,
DEF000737,PO0003608,MCH019,Material Defect,41,2023-06-20,INS08,Accept
DEF000738,PO0001634,MCH014,Dimensional Error,34,2024-09-05,INS04,Accept
DEF000739,PO0001589,MCH027,Dimensional Error,7,2024-02-25,INS06,Scrap
DEF000740,PO0002495,MCH015,Color Mismatch,13,2022-09-27,INS08,Pending
DEF000741,PO0004188,MCH026,None,48,2024-12-23,INS06,Accept
DEF000742,PO0001886,MCH012,None,30,2024-08-07,INS06,Pending
DEF000743,PO0000193,MCH036,Color Mismatch,0,2024-12-13,INS07,Rework
DEF000744,PO0001898,MCH007,None,20,2022-07-21,INS03,
DEF000745,PO0003643,MCH041,None,2,2023-12-23,INS02,Pending
DEF000746,PO0003765,MCH048,Surface Scratch,1,2022-10-29,INS04,Accept
DEF000747,PO0004606,MCH001,None,29,2024-11-25,INS09,
DEF000748,PO0000047,MCH017,Assembly Fault,44,2023-07-23,INS03,Pending
DEF000749,PO0003890,MCH007,None,30,2024-08-17,INS01,Accept
DEF000750,PO0002198,MCH020,Surface Scratch,45,2024-12-18,INS10,Pending
DEF000751,PO0000078,MCH044,Dimensional Error,31,2023-11-08,INS04,Scrap
DEF000752,PO0003364,MCH047,Assembly Fault,20,2022-07-29,INS05,Accept
DEF000753,PO0004935,MCH014,None,38,2024-08-27,INS07,
DEF000754,PO0002074,MCH045,Material Defect,16,2024-07-02,INS09,Pending
DEF000755,PO0003854,MCH016,None,1,2024-07-21,INS09,Pending
DEF000756,PO0000886,MCH019,Assembly Fault,0,2024-12-04,INS05,Rework
DEF000757,PO0003513,MCH047,Assembly Fault,5,2024-02-21,INS07,Pending
DEF000758,PO0000610,MCH013,None,8,2024-03-15,INS06,Pending
DEF000759,PO0004913,MCH021,Surface Scratch,30,2023-04-04,INS02,
DEF000760,PO0003299,MCH026,Material Defect,19,2024-04-29,INS09,Rework
DEF000761,PO0003806,MCH050,Assembly Fault,0,2024-05-06,INS05,Rework
DEF000762,PO0001063,MCH035,Color Mismatch,25,2022-03-07,INS04,Rework
DEF000763,PO0001505,MCH009,None,49,2024-03-07,INS08,
DEF000764,PO0003503,MCH013,Dimensional Error,43,2024-03-13,INS06,
DEF000765,PO0004393,MCH047,Dimensional Error,38,2022-05-15,INS08,Accept
DEF000766,PO0003836,MCH005,None,28,2023-05-10,INS09,Accept
DEF000767,PO0002190,MCH049,None,31,2023-07-08,INS02,
DEF000768,PO0003839,MCH044,Dimensional Error,10,2024-09-21,INS09,Rework
DEF000769,PO0004346,MCH050,Dimensional Error,37,2024-05-26,INS09,Pending
DEF000770,PO0003113,MCH012,Surface Scratch,4,2024-01-23,INS04,
DEF000771,PO0002674,MCH026,Material Defect,45,2024-02-04,INS07,Rework
DEF000772,PO0001980,MCH045,Assembly Fault,27,2023-03-04,INS05,Rework
DEF000773,PO0002092,MCH005,Dimensional Error,12,2023-07-17,INS04,Rework
DEF000774,PO0003251,MCH002,Color Mismatch,49,2024-02-13,INS02,Accept
DEF000775,PO0004609,MCH006,Surface Scratch,19,2024-12-02,INS06,
DEF000776,PO0000520,MCH014,Material Defect,25,2023-08-14,INS01,Accept
DEF000777,PO0002401,MCH005,Material Defect,38,2024-12-25,INS03,Pending
DEF000778,PO0004499,MCH015,Surface Scratch,34,2024-01-08,INS10,Scrap
DEF000779,PO0004337,MCH032,Surface Scratch,8,2023-12-10,INS07,Rework
DEF000780,PO0002292,MCH015,None,3,2024-12-08,INS02,Scrap
DEF000781,PO0001126,MCH003,None,31,2023-10-05,INS10,Rework
DEF000782,PO0000922,MCH012,Surface Scratch,4,2024-09-21,INS01,Rework
DEF000783,PO0003018,MCH033,None,44,2024-01-19,INS08,Rework
DEF000784,PO0004016,MCH020,None,43,2024-10-20,INS07,Pending
DEF000785,PO0000519,MCH023,Dimensional Error,25,2024-10-15,INS04,Scrap
DEF000786,PO0003519,MCH029,Color Mismatch,20,2021-08-29,INS01,Rework
DEF000787,PO0000839,MCH023,None,19,2024-09-07,INS05,Rework
DEF000788,PO0002001,MCH019,Surface Scratch,40,2024-07-03,INS06,Accept
DEF000789,PO0003397,MCH008,None,28,2023-01-09,INS08,Rework
DEF000790,PO0003372,MCH044,None,9,2022-09-30,INS06,Scrap
DEF000791,PO0002178,MCH044,Assembly Fault,38,2023-07-17,INS01,Accept
DEF000792,PO0001137,MCH013,Surface Scratch,15,2023-08-09,INS01,
DEF000793,PO0002171,MCH024,Surface Scratch,40,2023-11-11,INS02,Pending
DEF000794,PO0000176,MCH017,None,8,2024-10-20,INS01,
DEF000795,PO0000622,MCH049,Surface Scratch,5,2024-09-20,INS01,Scrap
DEF000796,PO0001933,MCH011,Color Mismatch,1,2024-01-06,INS03,Scrap
DEF000797,PO0002384,MCH006,None,8,2024-06-15,INS08,Pending
DEF000798,PO0001776,MCH038,None,12,2024-03-27,INS03,
DEF000799,PO0003218,MCH016,Material Defect,18,2024-08-16,INS09,Accept
DEF000800,PO0000769,MCH007,None,46,2022-04-05,INS08,Scrap
DEF000801,PO0003821,MCH024,Surface Scratch,21,2023-03-02,INS09,Accept
DEF000802,PO0003214,MCH008,Assembly Fault,26,2023-09-26,INS07,Scrap
DEF000803,PO0001432,MCH024,Assembly Fault,43,2023-03-19,INS02,Accept
DEF000804,PO0003148,MCH034,Material Defect,15,2023-04-20,INS04,
DEF000805,PO0002563,MCH033,None,26,2023-09-30,INS01,Rework
DEF000806,PO0004706,MCH030,None,13,2023-05-01,INS03,
DEF000807,PO0000557,MCH046,Material Defect,45,2022-06-05,INS05,Rework
DEF000808,PO0003207,MCH010,Surface Scratch,41,2023-09-14,INS05,Rework
DEF000809,PO0001514,MCH007,Assembly Fault,24,2024-07-06,INS09,Pending
DEF000810,PO0000512,MCH008,None,46,2023-03-22,INS04,Scrap
DEF000811,PO0001737,MCH045,None,27,2024-11-04,INS04,
DEF000812,PO0002685,MCH047,Surface Scratch,49,2024-07-30,INS07,Pending
DEF000813,PO0000253,MCH002,Assembly Fault,37,2022-08-18,INS02,
DEF000814,PO0001441,MCH031,Surface Scratch,39,2022-06-23,INS06,Accept
DEF000815,PO0004561,MCH002,Dimensional Error,11,2021-08-04,INS06,Scrap
DEF000816,PO0000831,MCH005,Color Mismatch,27,2023-02-02,INS07,Scrap
DEF000817,PO0001579,MCH018,None,33,2024-10-19,INS06,
DEF000818,PO0003145,MCH045,None,14,2024-07-22,INS09,Accept
DEF000819,PO0001285,MCH002,Color Mismatch,7,2024-04-17,INS03,Pending
DEF000820,PO0003930,MCH038,Dimensional Error,9,2024-08-16,INS03,Rework
DEF000821,PO0002614,MCH039,Assembly Fault,17,2022-09-11,INS03,Accept
DEF000822,PO0003233,MCH049,None,49,2024-11-17,INS07,
DEF000823,PO0004301,MCH047,Assembly Fault,50,2023-08-08,INS01,Scrap
DEF000824,PO0001910,MCH011,Dimensional Error,2,2024-03-21,INS03,Scrap
DEF000825,PO0003842,MCH011,Assembly Fault,29,2023-09-11,INS09,Scrap
DEF000826,PO0002807,MCH050,None,9,2024-12-30,INS03,
DEF000827,PO0001518,MCH046,Material Defect,1,2024-12-31,INS04,Scrap
DEF000828,PO0004958,MCH031,Surface Scratch,44,2024-11-20,INS04,Rework
DEF000829,PO0003104,MCH031,Assembly Fault,4,2024-05-19,INS01,
DEF000830,PO0004872,MCH008,Material Defect,37,2023-10-14,INS07,Rework
DEF000831,PO0001959,MCH042,Assembly Fault,21,2023-12-14,INS02,Scrap
DEF000832,PO0003017,MCH004,Assembly Fault,14,2024-01-27,INS03,Rework
DEF000833,PO0001949,MCH046,Dimensional Error,10,2023-09-28,INS07,Rework
DEF000834,PO0003147,MCH033,Material Defect,3,2024-04-02,INS01,Rework
DEF000835,PO0001172,MCH036,Surface Scratch,27,2024-06-04,INS09,Rework
DEF000836,PO0003672,MCH037,Assembly Fault,12,2024-01-03,INS02,Rework
DEF000837,PO0001527,MCH044,Surface Scratch,46,2023-06-21,INS09,Scrap
DEF000838,PO0004555,MCH038,None,49,2024-10-15,INS06,Rework
DEF000839,PO0001333,MCH039,Assembly Fault,27,2024-08-16,INS09,Pending
DEF000840,PO0004321,MCH013,Color Mismatch,30,2024-11-18,INS05,
DEF000841,PO0003198,MCH017,Surface Scratch,10,2024-04-15,INS04,Pending
DEF000842,PO0003705,MCH003,Material Defect,29,2024-05-13,INS03,
DEF000843,PO0003205,MCH036,Surface Scratch,45,2024-09-14,INS10,Accept
DEF000844,PO0003600,MCH038,Dimensional Error,40,2021-05-10,INS07,Rework
DEF000845,PO0000239,MCH024,Surface Scratch,35,2023-01-15,INS01,Pending
DEF000846,PO0002971,MCH041,None,37,2021-07-03,INS07,Pending
DEF000847,PO0002363,MCH008,None,35,2024-11-16,INS01,
DEF000848,PO0001415,MCH031,None,23,2023-11-24,INS07,Pending
DEF000849,PO0004044,MCH035,Dimensional Error,23,2022-09-19,INS01,
DEF000850,PO0002424,MCH029,None,45,2023-11-28,INS02,Rework
DEF000851,PO0000172,MCH028,Surface Scratch,48,2024-09-04,INS05,Accept
DEF000852,PO0002334,MCH046,Assembly Fault,0,2022-08-18,INS09,Accept
DEF000853,PO0004542,MCH013,None,19,2024-09-09,INS06,Scrap
DEF000854,PO0004007,MCH045,Surface Scratch,37,2024-11-29,INS07,Rework
DEF000855,PO0004758,MCH009,Dimensional Error,25,2024-07-16,INS06,
DEF000856,PO0002007,MCH025,Dimensional Error,49,2022-11-20,INS02,Scrap
DEF000857,PO0000833,MCH042,Assembly Fault,24,2024-10-05,INS02,Scrap
DEF000858,PO0003756,MCH023,Surface Scratch,8,2023-06-09,INS02,
DEF000859,PO0004456,MCH026,None,12,2024-08-31,INS09,Pending
DEF000860,PO0001788,MCH013,Surface Scratch,14,2023-11-22,INS02,
DEF000861,PO0002124,MCH005,None,23,2024-11-28,INS10,
DEF000862,PO0004399,MCH030,Assembly Fault,6,2023-05-15,INS02,Pending
DEF000863,PO0004186,MCH026,None,26,2024-01-25,INS01,Scrap
DEF000864,PO0001298,MCH015,None,34,2024-11-12,INS07,Rework
DEF000865,PO0002333,MCH032,Dimensional Error,23,2022-05-20,INS08,Pending
DEF000866,PO0002161,MCH035,None,49,2024-04-17,INS07,Rework
DEF000867,PO0001811,MCH003,Surface Scratch,6,2023-11-17,INS03,Scrap
DEF000868,PO0002367,MCH049,Material Defect,23,2024-12-28,INS01,
DEF000869,PO0000828,MCH017,None,23,2022-09-09,INS05,Rework
DEF000870,PO0000631,MCH030,Material Defect,17,2023-08-11,INS10,Accept
DEF000871,PO0001240,MCH033,None,11,2024-09-15,INS08,Scrap
DEF000872,PO0000024,MCH032,None,11,2022-03-03,INS09,Scrap
DEF000873,PO0003627,MCH029,Surface Scratch,44,2024-11-11,INS10,Rework
DEF000874,PO0003063,MCH041,None,50,2023-07-03,INS07,Scrap
DEF000875,PO0002677,MCH007,Color Mismatch,11,2024-12-20,INS03,Scrap
DEF000876,PO0001566,MCH049,Surface Scratch,46,2022-06-28,INS05,Scrap
DEF000877,PO0000049,MCH034,Assembly Fault,20,2023-11-08,INS08,Scrap
DEF000878,PO0001176,MCH036,Surface Scratch,22,2022-12-27,INS02,
DEF000879,PO0000931,MCH022,Surface Scratch,19,2024-09-18,INS09,Accept
DEF000880,PO0004125,MCH001,Surface Scratch,39,2022-01-13,INS06,
DEF000881,PO0001105,MCH024,None,16,2024-12-30,INS04,Rework
DEF000882,PO0004512,MCH036,Dimensional Error,49,2024-08-19,INS09,Pending
DEF000883,PO0003365,MCH036,Material Defect,18,2024-12-17,INS07,Pending
DEF000884,PO0003529,MCH019,Color Mismatch,47,2022-04-02,INS06,Accept
DEF000885,PO0004517,MCH017,None,19,2023-07-08,INS03,Pending
DEF000886,PO0000739,MCH041,Dimensional Error,16,2024-11-14,INS10,Scrap
DEF000887,PO0003373,MCH044,Surface Scratch,7,2023-03-09,INS03,Rework
DEF000888,PO0001421,MCH027,Dimensional Error,7,2023-06-09,INS10,
DEF000889,PO0001758,MCH004,Dimensional Error,28,2023-10-02,INS09,Accept
DEF000890,PO0004952,MCH035,Surface Scratch,50,2021-10-29,INS09,Accept
DEF000891,PO0001981,MCH001,None,31,2022-08-29,INS09,Accept
DEF000892,PO0003858,MCH015,Surface Scratch,2,2023-05-27,INS05,Accept
DEF000893,PO0002339,MCH043,Surface Scratch,31,2023-06-08,INS03,Pending
DEF000894,PO0001583,MCH048,Dimensional Error,2,2023-11-09,INS09,Rework
DEF000895,PO0001242,MCH016,Assembly Fault,48,2024-07-07,INS04,
DEF000896,PO0004075,MCH043,None,36,2024-07-05,INS02,Pending
DEF000897,PO0004814,MCH023,None,48,2024-09-09,INS05,Rework
DEF000898,PO0003864,MCH034,None,40,2024-04-09,INS10,Scrap
DEF000899,PO0001540,MCH050,Material Defect,28,2024-07-02,INS05,Pending
DEF000900,PO0003093,MCH002,Surface Scratch,7,2024-08-12,INS02,Scrap
DEF000901,PO0001764,MCH040,Surface Scratch,23,2024-12-16,INS03,Rework
DEF000902,PO0004073,MCH029,None,27,2024-12-31,INS03,Scrap
DEF000903,PO0004716,MCH019,Assembly Fault,10,2022-03-16,INS07,Rework
DEF000904,PO0001696,MCH049,None,26,2024-06-20,INS02,
DEF000905,PO0003677,MCH006,Material Defect,26,2022-10-26,INS04,Pending
DEF000906,PO0003607,MCH017,None,31,2024-09-23,INS10,Rework
DEF000907,PO0003848,MCH042,None,34,2024-10-07,INS06,Scrap
DEF000908,PO0002222,MCH014,None,7,2024-09-07,INS02,
DEF000909,PO0001810,MCH012,Surface Scratch,49,2024-12-03,INS05,Scrap
DEF000910,PO0003843,MCH011,Surface Scratch,39,2023-08-20,INS01,Rework
DEF000911,PO0003157,MCH033,None,50,2023-12-05,INS07,Accept
DEF000912,PO0000230,MCH027,Surface Scratch,49,2023-04-25,INS03,Rework
DEF000913,PO0003082,MCH029,None,16,2024-08-04,INS07,Rework
DEF000914,PO0002922,MCH007,None,3,2024-11-25,INS03,Accept
DEF000915,PO0000018,MCH001,Color Mismatch,20,2023-11-18,INS10,Pending
DEF000916,PO0004633,MCH035,Surface Scratch,25,2024-03-20,INS06,Accept
DEF000917,PO0002819,MCH040,None,5,2024-08-23,INS06,Pending
DEF000918,PO0001976,MCH036,Surface Scratch,48,2024-07-07,INS09,
DEF000919,PO0002329,MCH048,None,50,2024-12-26,INS07,Scrap
DEF000920,PO0000378,MCH027,Dimensional Error,39,2024-12-19,INS05,Scrap
DEF000921,PO0004223,MCH029,Dimensional Error,36,2024-10-29,INS07,Rework
DEF000922,PO0000695,MCH020,None,23,2024-05-26,INS03,Pending
DEF000923,PO0001249,MCH029,None,32,2024-11-02,INS07,Pending
DEF000924,PO0000282,MCH001,None,49,2024-04-11,INS04,Pending
DEF000925,PO0002320,MCH034,Material Defect,14,2024-04-17,INS02,Accept
DEF000926,PO0004726,MCH036,Surface Scratch,49,2023-04-22,INS04,Pending
DEF000927,PO0004831,MCH027,Dimensional Error,42,2023-04-26,INS08,Scrap
DEF000928,PO0001156,MCH042,Assembly Fault,28,2024-06-15,INS08,Pending
DEF000929,PO0003546,MCH021,Material Defect,36,2023-08-30,INS10,Rework
DEF000930,PO0003271,MCH023,Dimensional Error,46,2022-09-27,INS07,Accept
DEF000931,PO0002968,MCH012,Material Defect,15,2023-02-13,INS05,Accept
DEF000932,PO0004812,MCH011,Dimensional Error,31,2021-03-14,INS08,Scrap
DEF000933,PO0000410,MCH034,Surface Scratch,47,2024-10-04,INS10,Pending
DEF000934,PO0003179,MCH006,Surface Scratch,3,2024-04-28,INS04,Rework
DEF000935,PO0000268,MCH028,Color Mismatch,33,2022-10-10,INS08,Pending
DEF000936,PO0000539,MCH044,Assembly Fault,5,2024-11-12,INS10,
DEF000937,PO0001308,MCH038,Surface Scratch,17,2022-10-04,INS01,Accept
DEF000938,PO0000630,MCH041,Surface Scratch,14,2024-10-14,INS07,Scrap
DEF000939,PO0002419,MCH047,Surface Scratch,13,2023-06-15,INS03,Accept
DEF000940,PO0002029,MCH041,None,15,2024-09-28,INS10,
DEF000941,PO0001263,MCH023,Surface Scratch,4,2024-12-12,INS01,Scrap
DEF000942,PO0001657,MCH034,Assembly Fault,34,2022-08-05,INS06,Scrap
DEF000943,PO0004339,MCH032,None,0,2022-01-10,INS08,Scrap
DEF000944,PO0001873,MCH031,Color Mismatch,32,2024-07-07,INS02,Pending
DEF000945,PO0004538,MCH032,Assembly Fault,13,2023-01-04,INS05,Rework
DEF000946,PO0001255,MCH047,Dimensional Error,39,2024-05-04,INS09,Rework
DEF000947,PO0002122,MCH025,Dimensional Error,36,2024-11-21,INS07,
DEF000948,PO0002909,MCH018,Dimensional Error,23,2024-03-17,INS10,
DEF000949,PO0004747,MCH046,Assembly Fault,18,2024-11-29,INS02,Accept
DEF000950,PO0003492,MCH035,Assembly Fault,40,2024-04-07,INS07,Accept
DEF000951,PO0002805,MCH045,Dimensional Error,15,2023-04-15,INS07,
DEF000952,PO0004642,MCH016,None,17,2024-10-20,INS09,Rework
DEF000953,PO0002366,MCH048,Color Mismatch,2,2024-05-15,INS01,Rework
DEF000954,PO0001034,MCH023,Dimensional Error,15,2024-12-30,INS03,Accept
DEF000955,PO0002490,MCH048,None,33,2024-06-20,INS01,Pending
DEF000956,PO0004052,MCH006,None,22,2023-05-14,INS10,
DEF000957,PO0001358,MCH034,Surface Scratch,42,2023-01-01,INS06,Scrap
DEF000958,PO0000498,MCH030,Surface Scratch,12,2023-05-13,INS05,Accept
DEF000959,PO0004602,MCH016,Assembly Fault,33,2024-11-11,INS05,Accept
DEF000960,PO0001611,MCH045,None,36,2022-12-08,INS08,Accept
DEF000961,PO0002707,MCH009,Assembly Fault,33,2024-04-27,INS03,Accept
DEF000962,PO0000972,MCH045,Dimensional Error,22,2024-07-05,INS06,
DEF000963,PO0000475,MCH049,Assembly Fault,4,2024-11-03,INS10,Pending
DEF000964,PO0002875,MCH038,Color Mismatch,36,2024-12-10,INS09,Pending
DEF000965,PO0002371,MCH029,Color Mismatch,39,2021-10-17,INS04,Accept
DEF000966,PO0003882,MCH047,Material Defect,46,2024-06-18,INS02,
DEF000967,PO0002973,MCH031,Surface Scratch,46,2024-06-10,INS08,Rework
DEF000968,PO0002905,MCH030,Assembly Fault,35,2023-07-18,INS06,Accept
DEF000969,PO0002812,MCH006,Dimensional Error,31,2024-11-16,INS07,Accept
DEF000970,PO0003401,MCH021,None,35,2024-10-28,INS06,Pending
DEF000971,PO0002256,MCH040,Dimensional Error,23,2024-10-30,INS03,Scrap
DEF000972,PO0004083,MCH037,Material Defect,45,2024-09-12,INS05,Rework
DEF000973,PO0000224,MCH036,Dimensional Error,18,2024-09-29,INS03,Accept
DEF000974,PO0001907,MCH009,Surface Scratch,16,2024-12-04,INS03,Accept
DEF000975,PO0002086,MCH005,Dimensional Error,20,2023-06-04,INS08,Pending
DEF000976,PO0003383,MCH025,Surface Scratch,38,2023-06-03,INS01,Rework
DEF000977,PO0001003,MCH013,Assembly Fault,50,2022-08-17,INS09,Rework
DEF000978,PO0000082,MCH034,Surface Scratch,10,2022-07-30,INS03,Accept
DEF000979,PO0001299,MCH046,Surface Scratch,12,2024-01-23,INS06,Scrap
DEF000980,PO0002060,MCH033,None,4,2024-04-01,INS04,Scrap
DEF000981,PO0003269,MCH049,None,19,2022-03-22,INS03,Pending
DEF000982,PO0001672,MCH041,Surface Scratch,6,2023-03-27,INS07,Scrap
DEF000983,PO0002306,MCH045,Color Mismatch,37,2024-03-29,INS09,Scrap
DEF000984,PO0002169,MCH019,Surface Scratch,27,2024-07-16,INS06,Rework
DEF000985,PO0001208,MCH033,Assembly Fault,45,2024-02-28,INS03,Pending
DEF000986,PO0000264,MCH027,Assembly Fault,38,2022-11-24,INS06,Scrap
DEF000987,PO0001274,MCH036,Color Mismatch,27,2023-11-26,INS08,Accept
DEF000988,PO0002148,MCH026,None,4,2024-09-05,INS02,Accept
DEF000989,PO0003258,MCH004,Surface Scratch,18,2024-07-29,INS01,Pending
DEF000990,PO0000894,MCH020,None,25,2024-10-01,INS06,Scrap
DEF000991,PO0003788,MCH011,Assembly Fault,14,2024-12-07,INS06,Scrap
DEF000992,PO0002448,MCH004,None,23,2023-03-10,INS01,Rework
DEF000993,PO0000195,MCH018,Surface Scratch,47,2023-07-30,INS10,Rework
DEF000994,PO0004354,MCH016,Assembly Fault,49,2024-10-23,INS03,Pending
DEF000995,PO0001425,MCH034,None,16,2024-12-11,INS09,Scrap
DEF000996,PO0000993,MCH030,None,15,2024-05-11,INS06,Pending
DEF000997,PO0002683,MCH039,Dimensional Error,1,2024-12-27,INS07,Accept
DEF000998,PO0001078,MCH034,None,6,2024-09-13,INS01,Rework
DEF000999,PO0000466,MCH039,Surface Scratch,34,2024-06-12,INS02,Scrap
DEF001000,PO0000523,MCH039,Surface Scratch,21,2024-06-07,INS10,Pending
DEF001001,PO0004328,MCH043,None,24,2024-12-13,INS03,
DEF001002,PO0003770,MCH025,Material Defect,39,2024-08-22,INS09,Accept
DEF001003,PO0002014,MCH040,None,4,2023-09-06,INS07,
DEF001004,PO0000215,MCH009,None,27,2023-08-28,INS05,Pending
DEF001005,PO0002343,MCH014,Surface Scratch,1,2022-11-02,INS09,Scrap
DEF001006,PO0003127,MCH029,Assembly Fault,39,2024-12-07,INS05,Pending
DEF001007,PO0001467,MCH020,Surface Scratch,27,2023-09-21,INS08,Accept
DEF001008,PO0004520,MCH006,Surface Scratch,45,2024-10-13,INS03,Rework
DEF001009,PO0001438,MCH029,None,47,2024-06-01,INS02,
DEF001010,PO0004825,MCH045,Dimensional Error,30,2022-02-05,INS10,Accept
DEF001011,PO0002789,MCH044,None,18,2024-08-24,INS04,
DEF001012,PO0004257,MCH010,Dimensional Error,15,2024-03-01,INS10,Pending
DEF001013,PO0002500,MCH005,Surface Scratch,31,2024-01-16,INS04,
DEF001014,PO0002691,MCH004,Material Defect,13,2021-07-15,INS08,Pending
DEF001015,PO0001224,MCH035,Assembly Fault,45,2024-12-31,INS10,Rework
DEF001016,PO0000844,MCH024,Dimensional Error,11,2023-05-02,INS01,Scrap
DEF001017,PO0002510,MCH034,Color Mismatch,44,2024-01-19,INS07,Accept
DEF001018,PO0004335,MCH022,Dimensional Error,18,2024-11-29,INS03,Accept
DEF001019,PO0004797,MCH046,Surface Scratch,7,2024-06-22,INS08,
DEF001020,PO0004112,MCH040,Assembly Fault,32,2024-04-23,INS06,Pending
DEF001021,PO0004653,MCH044,Surface Scratch,1,2024-11-04,INS10,Accept
DEF001022,PO0001745,MCH024,Dimensional Error,28,2023-05-28,INS07,Pending
DEF001023,PO0004699,MCH042,Surface Scratch,45,2021-09-17,INS08,Pending
DEF001024,PO0003650,MCH050,None,45,2024-08-11,INS01,Rework
DEF001025,PO0000699,MCH036,Dimensional Error,40,2024-11-23,INS05,Pending
DEF001026,PO0000210,MCH027,Assembly Fault,18,2024-12-01,INS08,
DEF001027,PO0001215,MCH019,Dimensional Error,12,2024-12-22,INS08,Accept
DEF001028,PO0004533,MCH005,Surface Scratch,24,2024-05-10,INS10,Pending
DEF001029,PO0001911,MCH015,Material Defect,3,2024-12-22,INS10,Scrap
DEF001030,PO0000168,MCH006,Dimensional Error,50,2022-12-14,INS08,Scrap
DEF001031,PO0000391,MCH018,None,4,2024-03-17,INS05,Rework
DEF001032,PO0003728,MCH005,None,46,2024-07-19,INS03,Accept
DEF001033,PO0000409,MCH034,Color Mismatch,33,2024-02-09,INS04,Pending
DEF001034,PO0004880,MCH030,Dimensional Error,31,2022-09-02,INS10,
DEF001035,PO0001663,MCH030,None,3,2024-10-04,INS04,
DEF001036,PO0003968,MCH017,Assembly Fault,13,2024-12-03,INS10,Scrap
DEF001037,PO0004483,MCH026,None,47,2021-11-30,INS02,
DEF001038,PO0004576,MCH029,Assembly Fault,33,2024-01-04,INS08,
DEF001039,PO0001664,MCH037,Dimensional Error,7,2024-11-16,INS07,Pending
DEF001040,PO0000911,MCH022,Surface Scratch,19,2024-04-24,INS06,
DEF001041,PO0002421,MCH041,None,23,2024-02-05,INS01,Accept
DEF001042,PO0001893,MCH025,None,26,2023-06-29,INS01,Pending
DEF001043,PO0001715,MCH021,None,31,2022-01-14,INS09,
DEF001044,PO0004647,MCH008,Dimensional Error,45,2024-06-17,INS01,Scrap
DEF001045,PO0004596,MCH004,Surface Scratch,7,2023-03-27,INS04,Pending
DEF001046,PO0003301,MCH023,None,12,2024-02-05,INS07,Rework
DEF001047,PO0004492,MCH031,None,36,2024-12-07,INS05,
DEF001048,PO0002606,MCH050,Surface Scratch,49,2024-04-12,INS06,Rework
DEF001049,PO0004166,MCH010,Assembly Fault,13,2023-03-01,INS02,Pending
DEF001050,PO0000834,MCH047,Material Defect,5,2023-12-01,INS08,Accept
DEF001051,PO0004028,MCH048,None,3,2024-10-13,INS09,Rework
DEF001052,PO0000897,MCH047,Color Mismatch,37,2024-04-29,INS04,Pending
DEF001053,PO0003005,MCH011,Color Mismatch,16,2024-12-29,INS09,Pending
