order_id,customer_id,employee_id,order_date,required_date,shipped_date,ship_country,freight
10718,NW0001,9,2024-11-08,2021-11-11,2021-03-13,France,180.26
10719,NW0007,1,2024-07-04,2024-03-11,2021-12-21,Spain,110.07
10720,NW0001,3,2021-09-19,2023-01-10,2024-11-06,Germany,8.46
10721,NW0008,5,2024-04-03,2021-07-17,2021-12-14,Canada,92.61
10722,NW0005,5,2023-05-02,2022-01-21,2023-01-23,France,62.35
10723,NW0005,9,2023-09-25,2021-12-24,2024-05-29,UK,135.51
10724,NW0009,3,2021-06-22,2024-10-25,2024-02-17,France,96.68
10725,NW0006,1,2024-12-02,2024-03-16,2022-02-06,France,180.43
10726,NW0004,8,2023-07-01,2022-10-23,2022-12-15,Canada,183.8
10727,NW0007,1,2021-10-07,2022-10-18,2024-07-23,UK,63.11
10728,NW0010,3,2021-06-12,2022-06-28,2022-04-29,Canada,134.45
10729,NW0003,2,2021-11-12,2022-02-17,2024-05-22,Canada,152.58
10730,NW0009,3,2024-11-22,2024-08-22,2023-12-20,Germany,164.07
10731,NW0001,3,2024-07-31,2021-08-20,2021-04-14,Sweden,28.92
10732,NW0005,1,2023-03-20,2022-05-28,2022-03-18,Mexico,112.31
10733,NW0006,7,2022-05-17,2024-10-28,2021-06-04,Germany,121.92
10734,NW0001,1,2021-09-01,2024-09-08,2024-02-21,France,88.94
10735,NW0003,8,2021-06-29,2022-06-07,2022-07-17,Germany,13.49
10736,NW0006,1,2022-04-21,2024-11-12,2021-07-20,Germany,114.04
10737,NW0008,8,2021-04-22,2024-12-30,2022-02-20,Mexico,132.72
10738,NW0009,6,2024-02-16,2021-07-17,2021-09-10,Canada,57.48
10739,NW0003,3,2024-10-17,2021-03-06,2022-11-20,Canada,102.81
10740,NW0008,3,2023-06-05,2023-01-10,2023-05-15,UK,100.41
10741,NW0004,6,2022-05-15,2023-06-10,2024-11-19,Germany,168.77
10742,NW0006,6,2023-07-21,2023-09-06,2021-03-30,Spain,131.0
10743,NW0001,5,2024-02-20,2021-11-07,2022-08-08,Spain,29.84
10744,NW0005,1,2021-01-21,2023-12-11,2023-03-07,UK,98.16
10745,NW0002,4,2024-03-05,2023-10-20,2021-01-18,Spain,189.45
10746,NW0010,9,2021-12-10,2022-10-03,2022-09-14,Germany,31.23
10747,NW0003,7,2022-09-12,2022-08-03,2024-02-08,France,9.84
10748,NW0010,3,2021-05-09,2022-08-12,2024-02-09,France,187.01
10749,NW0008,4,2024-02-11,2023-04-04,2022-07-16,Canada,96.64
10750,NW0010,1,2022-12-12,2022-07-03,2021-02-08,Spain,19.37
10751,NW0004,9,2021-10-04,2022-03-09,2021-11-02,France,171.89
10752,NW0007,7,2023-12-26,2022-06-24,2022-04-10,Spain,56.06
10753,NW0009,3,2021-05-12,2022-08-18,2024-11-05,Mexico,62.73
10754,NW0005,4,2023-01-23,2023-06-16,2023-10-01,Sweden,13.85
10755,NW0005,8,2021-08-31,2024-06-20,2021-09-23,Canada,135.07
10756,NW0003,1,2023-01-28,2024-04-21,2021-08-14,Germany,51.85
10757,NW0001,9,2021-07-06,2024-01-06,2021-09-09,Mexico,166.71
10758,NW0009,1,2024-12-14,2024-05-18,2024-01-28,Spain,65.94
10759,NW0006,4,2024-06-01,2022-09-27,2023-11-13,Germany,173.06
10760,NW0007,7,2022-06-10,2023-03-14,2022-02-27,Sweden,57.56
10761,NW0001,9,2021-11-11,2023-08-04,2022-10-18,Sweden,27.72
10762,NW0002,6,2022-09-02,2024-04-29,2022-04-29,Mexico,150.54
10763,NW0008,4,2021-01-29,2021-10-21,2022-06-14,UK,164.68
10764,NW0005,9,2021-12-19,2023-11-26,2023-07-21,UK,67.16
10765,NW0007,1,2021-11-14,2023-07-14,2022-07-10,Canada,24.84
10766,NW0009,7,2024-12-03,2022-10-28,2024-03-14,Germany,122.48
10767,NW0008,5,2021-12-24,2022-12-04,2023-03-31,Spain,143.83
10768,NW0004,3,2023-12-17,2022-02-04,2024-03-04,Germany,67.97
10769,NW0007,2,2023-03-01,2022-01-05,2023-01-14,Germany,17.89
10770,NW0005,1,2023-05-17,2021-01-21,2024-06-21,UK,199.98
10771,NW0002,6,2022-06-19,2021-07-23,2024-03-06,Spain,102.83
10772,NW0010,6,2024-05-12,2023-11-01,2022-01-08,Germany,12.06
10773,NW0009,1,2022-11-04,2023-08-22,2022-11-14,Germany,67.94
10774,NW0009,8,2024-06-19,2024-10-05,2021-07-15,Spain,9.43
10775,NW0003,1,2022-03-12,2021-09-09,2023-09-13,Sweden,128.72
10776,NW0009,3,2021-03-04,2021-10-20,2023-01-03,Sweden,159.53
10777,NW0006,4,2023-05-02,2023-09-21,2024-07-22,Germany,20.9
10778,NW0001,6,2021-10-10,2022-02-26,2021-02-08,UK,10.68
10779,NW0002,5,2022-07-19,2024-06-08,2022-04-11,France,132.8
10780,NW0001,6,2022-11-16,2023-04-29,2021-09-06,Mexico,145.39
10781,NW0002,5,2023-09-12,2021-11-10,2023-02-13,Germany,63.98
10782,NW0009,3,2023-05-01,2024-01-12,2021-05-21,Canada,164.36
10783,NW0007,8,2021-04-04,2021-09-07,2023-05-15,France,63.77
10784,NW0001,9,2022-04-27,2024-07-26,2022-02-14,France,8.71
10785,NW0007,2,2024-04-24,2024-07-28,2023-12-26,Spain,131.81
10786,NW0009,6,2023-04-14,2023-04-21,2021-11-16,Germany,47.92
10787,NW0002,6,2022-04-27,2024-06-12,2024-06-16,Mexico,90.04
10788,NW0001,6,2023-09-19,2024-06-13,2021-11-03,Germany,122.55
10789,NW0001,7,2024-06-07,2024-06-17,2023-06-10,Canada,39.37
10790,NW0010,1,2022-12-05,2023-10-11,2024-07-14,Mexico,181.19
10791,NW0010,3,2021-10-16,2022-10-25,2022-11-21,Sweden,17.71
10792,NW0008,4,2021-04-12,2023-03-31,2023-11-30,UK,91.1
10793,NW0004,2,2024-01-08,2022-11-29,2023-05-29,Spain,187.36
10794,NW0001,9,2024-07-03,2024-09-28,2021-09-11,Germany,50.85
10795,NW0006,7,2024-12-24,2021-12-15,2022-09-20,France,109.39
10796,NW0009,4,2024-10-15,2022-12-14,2022-10-15,Mexico,142.38
10797,NW0010,2,2024-09-13,2024-07-20,2024-02-16,Mexico,174.08
10798,NW0010,3,2021-09-08,2023-11-20,2023-03-13,Mexico,129.91
10799,NW0009,2,2023-03-16,2021-01-22,2021-08-07,Germany,152.85
10800,NW0002,2,2022-12-13,2021-09-21,2021-04-23,Mexico,183.52
10801,NW0003,9,2022-07-24,2024-09-22,2024-10-05,France,20.95
10802,NW0010,8,2024-12-03,2021-01-20,2022-11-01,Mexico,38.65
10803,NW0001,8,2022-01-27,2021-10-26,2024-12-17,Canada,57.83
10804,NW0002,7,2024-04-28,2023-10-07,2024-09-06,Germany,150.2
10805,NW0003,8,2023-10-06,2022-11-27,2024-04-05,Germany,25.21
10806,NW0002,7,2024-05-11,2024-04-07,2024-08-11,Mexico,97.61
10807,NW0001,1,2022-08-18,2024-05-26,2021-07-11,UK,194.9
10808,NW0003,6,2022-09-28,2022-11-22,2024-10-13,Mexico,171.3
10809,NW0002,4,2023-07-30,2021-09-21,2021-10-21,France,4.36
10810,NW0008,3,2022-04-14,2024-12-04,2021-06-01,France,153.69
10811,NW0010,5,2021-07-25,2022-11-21,2023-06-14,France,21.48
10812,NW0010,9,2022-10-17,2023-05-03,2021-12-06,France,130.54
10813,NW0005,8,2023-08-31,2022-12-08,2024-04-28,Sweden,37.03
10814,NW0004,6,2021-02-15,2023-08-24,2022-03-27,Mexico,36.57
10815,NW0001,8,2022-02-03,2023-03-15,2024-09-30,Germany,156.75
10816,NW0006,1,2023-03-24,2024-01-20,2022-12-03,France,39.91
10817,NW0002,1,2021-12-19,2024-12-11,2024-02-26,UK,83.35
10818,NW0009,4,2021-07-14,2023-06-18,2023-12-12,Mexico,90.97
10819,NW0002,6,2022-01-23,2024-01-14,2024-10-10,UK,35.79
10820,NW0001,5,2023-08-23,2023-05-07,2022-04-05,Germany,108.83
10821,NW0010,1,2022-07-08,2022-08-19,2024-05-08,France,34.85
10822,NW0002,3,2021-05-03,2024-12-18,2022-04-02,Mexico,164.68
10823,NW0005,6,2021-09-12,2023-11-07,2023-03-17,Spain,130.24
10824,NW0007,9,2022-03-03,2024-05-14,2022-04-22,Mexico,137.67
10825,NW0004,6,2024-10-07,2023-08-19,2023-09-07,Sweden,86.56
10826,NW0008,3,2022-06-26,2021-03-09,2023-05-13,Germany,149.94
10827,NW0010,3,2023-06-03,2023-02-20,2022-02-08,Mexico,108.89
10828,NW0001,3,2024-06-16,2021-06-14,2024-09-02,France,143.27
10829,NW0004,5,2024-08-17,2021-01-20,2022-03-23,Sweden,79.3
10830,NW0003,8,2023-03-27,2023-06-12,2022-07-02,Canada,100.96
10831,NW0010,1,2021-08-16,2023-12-07,2022-04-28,France,77.61
10832,NW0005,3,2023-09-11,2022-04-15,2023-10-22,UK,144.26
10833,NW0007,3,2024-08-28,2022-06-11,2021-01-31,Mexico,20.99
10834,NW0006,8,2023-09-22,2023-12-02,2023-07-31,Canada,63.74
10835,NW0006,5,2023-05-14,2024-05-06,2024-08-04,France,195.12
10836,NW0009,6,2021-01-12,2023-11-19,2023-03-21,Germany,133.73
10837,NW0005,5,2022-04-06,2022-07-01,2022-05-20,UK,194.65
10838,NW0004,2,2021-01-28,2024-04-24,2024-06-28,Canada,58.93
10839,NW0006,1,2021-06-08,2021-12-27,2023-08-15,France,21.83
10840,NW0001,5,2021-11-16,2023-05-16,2021-08-24,UK,155.88
10841,NW0007,4,2022-08-29,2024-02-01,2024-11-20,France,27.74
10842,NW0005,8,2024-10-06,2024-02-09,2023-04-04,Spain,15.54
10843,NW0007,1,2022-01-14,2022-07-29,2024-12-26,Sweden,39.95
10844,NW0001,7,2021-05-13,2021-01-06,2021-08-15,UK,111.53
10845,NW0007,9,2021-02-03,2023-10-28,2021-03-31,UK,59.83
10846,NW0010,2,2024-03-05,2021-03-15,2024-01-03,Germany,188.71
10847,NW0007,9,2022-09-01,2022-06-10,2024-08-13,France,40.26
10848,NW0010,1,2024-01-12,2024-01-08,2022-03-26,Germany,27.7
10849,NW0008,2,2024-03-03,2021-08-16,2023-12-12,Germany,124.74
10850,NW0004,7,2022-08-17,2024-10-31,2021-04-13,Germany,179.25
10851,NW0004,6,2022-10-26,2022-01-10,2024-06-26,Sweden,137.1
10852,NW0006,2,2022-03-21,2024-03-11,2023-01-03,UK,31.55
10853,NW0005,3,2024-11-16,2022-02-07,2021-01-21,Germany,2.23
10854,NW0003,8,2021-02-09,2023-03-13,2021-04-12,Sweden,22.75
10855,NW0001,8,2021-01-27,2024-11-09,2021-03-19,Sweden,141.7
10856,NW0001,9,2022-05-31,2023-12-24,2022-03-05,France,185.44
10857,NW0004,2,2023-02-04,2024-01-23,2022-06-01,Sweden,195.96
10858,NW0001,8,2021-12-22,2022-04-18,2023-01-11,Mexico,194.34
10859,NW0003,6,2023-03-29,2024-12-25,2024-09-29,Canada,33.95
10860,NW0001,8,2023-05-27,2021-02-16,2023-09-20,Sweden,19.76
10861,NW0010,9,2021-09-21,2024-03-25,2024-08-13,Mexico,26.95
10862,NW0010,4,2022-05-29,2024-07-28,2021-06-17,UK,101.47
10863,NW0003,4,2021-12-06,2022-08-30,2024-06-29,France,153.43
10864,NW0008,6,2021-11-10,2023-09-02,2022-12-24,UK,21.42
10865,NW0004,5,2024-03-12,2024-03-18,2023-06-10,France,92.53
10866,NW0005,4,2023-04-02,2023-08-15,2021-02-07,Spain,49.06
10867,NW0008,8,2023-10-12,2024-02-05,2021-12-23,France,168.61
10868,NW0007,1,2023-11-14,2022-11-14,2022-12-11,France,184.88
10869,NW0004,3,2022-04-16,2023-03-15,2024-11-28,Sweden,136.85
10870,NW0001,5,2021-07-01,2024-07-04,2024-10-26,Sweden,123.9
10871,NW0010,5,2021-01-28,2023-12-30,2022-08-22,Sweden,196.17
10872,NW0009,7,2024-12-31,2022-06-21,2022-07-02,Sweden,128.46
10873,NW0003,4,2022-05-15,2023-05-03,2022-03-27,Mexico,53.48
10874,NW0002,1,2024-10-04,2021-04-30,2022-07-15,Mexico,184.22
10875,NW0004,5,2024-11-17,2021-04-06,2024-12-12,UK,196.06
10876,NW0003,4,2024-09-16,2024-10-04,2021-08-05,France,101.47
10877,NW0009,6,2021-04-19,2024-12-08,2023-01-28,France,44.53
10878,NW0009,1,2021-01-28,2021-12-25,2021-02-13,Mexico,93.49
10879,NW0009,8,2024-05-28,2021-08-20,2023-10-18,Sweden,154.92
10880,NW0009,2,2024-10-08,2022-06-04,2024-07-25,France,75.76
10881,NW0002,8,2021-09-15,2024-07-12,2023-01-30,France,122.29
10882,NW0008,9,2024-07-03,2021-01-29,2022-04-10,France,2.45
10883,NW0007,7,2022-06-29,2023-09-01,2024-09-01,France,92.88
10884,NW0008,8,2022-07-27,2021-12-03,2024-04-30,Canada,155.88
10885,NW0006,6,2021-06-22,2023-05-01,2021-02-22,Germany,114.13
10886,NW0007,4,2023-06-28,2024-10-04,2023-01-01,Germany,171.34
10887,NW0008,4,2023-01-07,2021-02-04,2024-08-12,Mexico,30.15
10888,NW0008,7,2024-12-05,2021-07-22,2023-05-15,Germany,170.54
10889,NW0007,5,2022-10-27,2022-05-15,2022-07-29,UK,59.39
10890,NW0001,4,2022-04-03,2023-02-18,2022-08-11,Spain,187.93
10891,NW0008,6,2022-10-19,2021-12-19,2021-04-12,France,36.07
10892,NW0007,4,2023-10-12,2023-09-28,2023-12-11,Sweden,39.86
10893,NW0006,2,2021-06-12,2024-10-11,2022-12-26,Canada,101.6
10894,NW0006,6,2024-04-08,2021-09-23,2022-05-24,Sweden,123.83
10895,NW0009,2,2023-11-16,2023-08-19,2023-02-10,Canada,56.85
10896,NW0004,4,2021-11-26,2022-03-12,2021-01-31,Canada,48.53
10897,NW0010,4,2023-10-28,2024-06-13,2024-04-05,France,109.01
10898,NW0006,8,2024-05-01,2023-12-01,2023-02-17,Sweden,152.89
10899,NW0009,6,2023-01-06,2021-08-04,2024-12-22,Germany,70.74
10900,NW0010,8,2024-03-02,2021-01-16,2022-04-06,France,34.34
10901,NW0008,3,2022-03-14,2024-10-15,2024-09-14,France,25.7
10902,NW0008,4,2023-07-29,2021-06-22,2024-11-18,UK,181.66
10903,NW0005,8,2022-12-03,2024-12-11,2024-10-03,France,55.26
10904,NW0003,5,2024-10-21,2024-12-29,2022-08-16,Sweden,49.6
10905,NW0002,7,2024-12-29,2022-10-11,2021-04-10,Germany,141.23
10906,NW0008,9,2023-11-05,2024-03-31,2024-04-29,UK,113.79
10907,NW0009,7,2022-05-04,2021-12-30,2022-01-31,France,168.01
10908,NW0003,6,2023-07-01,2021-02-13,2023-07-27,Germany,169.07
10909,NW0010,1,2023-10-15,2022-03-20,2021-01-21,Spain,183.31
10910,NW0002,4,2021-04-20,2023-09-02,2023-12-20,France,53.09
10911,NW0009,9,2021-05-17,2022-10-05,2021-05-31,Spain,58.99
10912,NW0006,6,2021-08-13,2022-03-29,2022-10-21,Canada,27.66
10913,NW0007,6,2021-12-16,2022-06-30,2023-09-08,Sweden,68.54
10914,NW0005,9,2023-05-08,2021-05-20,2023-06-02,Sweden,64.61
10915,NW0007,3,2023-12-27,2023-08-05,2022-09-16,Germany,23.49
10916,NW0008,8,2021-11-16,2021-04-27,2021-07-02,Sweden,161.29
10917,NW0007,9,2021-06-06,2022-06-28,2021-02-12,France,101.31
10918,NW0004,3,2023-12-29,2022-11-23,2024-05-09,France,134.82
10919,NW0005,7,2024-01-20,2022-12-26,2021-06-16,France,70.87
10920,NW0003,5,2023-12-27,2021-11-09,2021-11-03,Canada,66.44
10921,NW0001,3,2024-11-21,2024-12-04,2024-03-20,Germany,154.47
10922,NW0002,3,2021-01-23,2023-10-06,2021-04-08,Mexico,66.82
10923,NW0001,9,2024-05-01,2024-12-21,2024-07-11,Sweden,10.25
10924,NW0004,3,2022-07-08,2022-01-05,2021-10-03,Mexico,137.02
10925,NW0006,7,2023-10-10,2023-10-19,2021-10-20,Germany,188.66
10926,NW0002,3,2021-05-08,2022-10-31,2023-09-13,France,180.12
10927,NW0005,7,2022-03-04,2021-01-20,2024-10-20,France,156.15
10928,NW0009,5,2024-01-21,2023-05-14,2022-05-23,Canada,68.65
10929,NW0007,3,2024-05-30,2023-08-22,2022-03-03,Mexico,45.03
10930,NW0007,2,2021-03-27,2022-07-05,2023-08-27,Sweden,51.16
10931,NW0006,4,2022-03-01,2024-11-13,2022-09-23,Germany,68.97
10932,NW0007,1,2022-03-10,2021-05-16,2024-10-17,Germany,120.96
10933,NW0009,8,2024-04-15,2024-01-07,2024-05-07,Spain,172.92
10934,NW0002,2,2024-08-05,2023-10-16,2021-03-19,Sweden,20.9
10935,NW0002,1,2022-12-03,2024-11-15,2021-05-05,Germany,138.03
10936,NW0008,6,2022-07-14,2023-04-03,2024-02-28,Germany,80.03
10937,NW0003,3,2022-04-24,2022-07-02,2024-01-19,Germany,42.36
10938,NW0010,9,2021-08-30,2023-11-11,2024-10-06,France,36.1
10939,NW0010,5,2021-05-12,2021-06-27,2023-06-13,France,88.03
10940,NW0003,4,2023-07-13,2022-09-21,2023-04-13,Spain,169.75
10941,NW0002,7,2022-04-07,2021-07-23,2021-08-04,UK,6.52
10942,NW0004,1,2022-05-14,2021-12-24,2024-08-13,Spain,23.26
10943,NW0010,6,2024-05-17,2021-05-30,2023-07-21,France,86.05
10944,NW0004,2,2022-02-18,2022-11-18,2023-11-08,Sweden,179.81
10945,NW0010,1,2021-04-15,2024-09-24,2023-12-02,Spain,145.58
10946,NW0008,9,2024-08-06,2024-02-26,2024-12-17,Mexico,45.4
10947,NW0003,7,2021-07-13,2023-08-27,2021-01-11,France,95.51
10948,NW0007,6,2022-08-03,2021-07-05,2022-03-15,Sweden,109.21
10949,NW0003,9,2022-04-27,2024-09-07,2023-10-18,Mexico,168.71
10950,NW0002,8,2023-02-23,2023-12-28,2021-01-19,Canada,39.07
10951,NW0009,7,2021-12-21,2021-10-09,2021-08-30,France,159.65
10952,NW0009,5,2021-11-09,2024-11-28,2021-06-21,Mexico,194.88
10953,NW0009,9,2024-05-17,2022-04-13,2022-01-31,Germany,133.5
10954,NW0008,8,2022-12-29,2021-01-27,2021-06-15,Canada,168.89
10955,NW0003,8,2022-07-11,2021-02-21,2023-03-12,Germany,13.29
10956,NW0006,9,2021-06-18,2024-10-24,2023-01-12,Spain,86.24
10957,NW0002,3,2023-11-09,2021-11-10,2021-01-02,Mexico,120.65
10958,NW0006,1,2024-03-04,2024-09-24,2022-01-22,Sweden,79.3
10959,NW0005,8,2024-02-21,2021-08-20,2024-10-21,France,165.43
10960,NW0005,9,2021-11-17,2021-08-16,2021-12-10,France,139.83
10961,NW0005,4,2022-06-25,2021-01-16,2024-10-26,Mexico,174.94
10962,NW0008,8,2022-04-29,2023-01-15,2021-08-17,France,64.95
10963,NW0007,7,2023-03-21,2024-09-29,2023-02-27,Spain,163.41
10964,NW0009,5,2022-12-07,2021-11-24,2022-05-16,Mexico,46.85
10965,NW0009,2,2022-03-12,2024-06-24,2021-10-31,France,130.58
10966,NW0005,1,2022-10-26,2024-09-03,2024-10-06,Spain,18.91
10967,NW0001,2,2022-10-31,2021-02-06,2023-03-30,France,111.18
10968,NW0003,5,2023-12-13,2021-04-28,2021-03-09,France,145.87
10969,NW0006,1,2024-08-20,2023-03-13,2022-08-09,Sweden,10.9
10970,NW0002,4,2023-08-09,2024-08-19,2021-05-10,Canada,33.02
10971,NW0003,1,2021-07-15,2024-10-27,2021-04-05,Canada,190.28
10972,NW0007,3,2021-04-24,2021-06-17,2024-11-29,Mexico,64.72
10973,NW0003,7,2024-10-12,2023-10-22,2022-05-06,Mexico,68.16
10974,NW0001,6,2022-06-06,2023-11-23,2023-11-20,France,31.51
10975,NW0004,6,2024-04-14,2022-11-01,2024-12-27,Sweden,88.45
10976,NW0003,4,2021-07-26,2021-06-10,2021-05-02,UK,181.32
10977,NW0003,3,2022-03-06,2023-10-25,2023-06-23,Spain,133.53
10978,NW0004,2,2022-12-25,2023-02-08,2023-07-30,Mexico,13.38
10979,NW0010,7,2023-12-02,2021-11-26,2023-11-12,Spain,8.76
10980,NW0005,7,2024-09-28,2021-05-04,2022-05-25,Germany,24.48
10981,NW0004,3,2022-02-07,2021-11-30,2023-11-27,UK,187.57
10982,NW0006,7,2024-03-06,2022-11-15,2023-01-15,Canada,65.64
10983,NW0006,9,2021-12-09,2024-12-09,2021-05-12,France,95.94
10984,NW0006,4,2022-02-22,2021-07-31,2021-01-30,UK,115.52
10985,NW0001,8,2024-05-20,2023-03-02,2022-11-11,Sweden,113.02
10986,NW0009,1,2023-05-01,2024-02-29,2021-04-27,France,99.23
10987,NW0009,5,2024-05-23,2024-02-22,2023-04-24,Mexico,139.79
10988,NW0009,1,2021-10-17,2022-08-20,2021-03-10,France,14.96
10989,NW0009,9,2021-03-31,2024-08-27,2021-10-20,Spain,15.74
10990,NW0005,9,2023-07-30,2024-08-07,2022-08-26,France,107.65
10991,NW0008,5,2021-09-21,2023-11-12,2021-05-27,Germany,5.52
10992,NW0003,1,2022-09-22,2024-08-02,2022-08-02,Mexico,23.29
10993,NW0007,5,2023-10-20,2024-06-27,2022-04-30,Mexico,27.16
10994,NW0010,5,2022-04-22,2023-06-07,2023-03-10,Germany,151.39
10995,NW0010,4,2023-04-14,2024-09-20,2023-03-02,France,97.31
10996,NW0006,1,2022-06-16,2021-07-16,2023-10-29,Germany,107.79
10997,NW0004,5,2021-06-01,2021-06-28,2024-07-30,Mexico,158.53
10998,NW0006,4,2021-09-29,2023-12-27,2024-10-30,UK,157.76
10999,NW0006,6,2023-07-10,2023-07-02,2024-04-29,UK,95.95
11000,NW0009,8,2021-11-04,2021-09-10,2022-09-13,Germany,170.81
11001,NW0003,8,2021-09-12,2021-06-23,2023-11-01,Mexico,49.12
11002,NW0003,7,2021-09-30,2021-08-14,2022-02-04,Germany,170.95
11003,NW0003,7,2022-09-16,2022-01-03,2022-07-19,Germany,195.46
11004,NW0001,3,2021-12-16,2022-01-20,2024-03-15,Mexico,117.42
11005,NW0005,1,2023-12-21,2023-06-28,2024-02-10,France,33.26
11006,NW0007,8,2023-06-18,2023-02-05,2022-08-28,Mexico,5.61
11007,NW0005,8,2023-09-27,2022-03-25,2024-06-03,France,56.19
11008,NW0004,1,2022-08-31,2024-01-15,2021-09-30,Spain,47.93
11009,NW0010,5,2022-08-10,2024-04-16,2021-06-18,France,150.89
11010,NW0001,1,2022-11-15,2022-02-07,2023-07-27,Germany,44.23
11011,NW0003,9,2022-06-06,2021-04-28,2021-03-30,UK,94.64
11012,NW0010,9,2021-03-20,2023-01-06,2023-07-21,Spain,165.01
11013,NW0002,6,2022-01-27,2024-09-17,2024-02-15,UK,160.96
11014,NW0006,6,2021-07-04,2022-08-15,2022-10-04,Germany,159.04
11015,NW0009,9,2022-11-20,2022-08-12,2021-06-22,France,108.5
11016,NW0004,2,2021-12-10,2024-11-13,2021-06-25,Spain,197.58
11017,NW0006,4,2022-09-19,2023-11-29,2022-05-08,Mexico,159.59
11018,NW0004,4,2023-03-18,2023-03-02,2024-10-13,Germany,86.29
11019,NW0008,5,2024-08-09,2022-08-23,2022-08-21,Mexico,180.64
11020,NW0006,5,2024-06-29,2023-04-07,2024-12-09,Spain,9.0
11021,NW0010,7,2022-12-25,2021-10-16,2021-09-06,Sweden,83.92
11022,NW0004,2,2021-02-27,2021-10-02,2024-09-28,Canada,120.58
11023,NW0004,5,2021-03-08,2022-09-10,2023-04-03,Germany,105.13
11024,NW0005,1,2024-03-21,2023-12-18,2021-05-30,France,128.61
11025,NW0007,2,2022-05-05,2021-12-07,2024-12-29,France,64.37
11026,NW0010,2,2023-10-21,2021-05-22,2024-06-18,Mexico,45.86
11027,NW0007,4,2021-01-03,2022-08-03,2023-05-13,UK,98.96
11028,NW0007,2,2022-07-09,2022-03-23,2023-04-08,Sweden,44.11
11029,NW0010,1,2022-09-26,2022-10-22,2023-04-22,Mexico,181.84
11030,NW0001,3,2024-02-18,2021-05-22,2024-06-17,Mexico,66.89
11031,NW0007,5,2024-11-03,2023-07-06,2024-09-18,France,5.86
11032,NW0006,6,2022-04-03,2022-03-05,2024-12-19,Germany,146.76
11033,NW0006,8,2022-04-17,2022-11-29,2022-02-26,France,75.1
11034,NW0002,5,2023-10-23,2023-11-04,2021-01-09,Germany,180.26
11035,NW0003,3,2024-10-28,2021-10-24,2023-02-20,UK,4.92
11036,NW0006,4,2023-10-17,2022-09-10,2023-06-28,Germany,20.87
11037,NW0001,5,2022-10-31,2021-02-28,2022-04-07,Mexico,63.03
11038,NW0004,4,2024-09-23,2022-04-14,2024-10-13,Mexico,59.88
11039,NW0001,6,2021-05-05,2022-03-04,2023-05-28,Spain,71.66
11040,NW0007,6,2021-09-21,2021-11-19,2021-10-17,Mexico,105.79
11041,NW0004,7,2022-02-25,2023-09-06,2021-05-07,UK,56.41
11042,NW0006,3,2022-05-17,2023-11-03,2024-06-15,Canada,99.93
11043,NW0001,2,2022-02-17,2024-05-05,2022-01-28,France,81.98
11044,NW0008,8,2023-07-13,2022-03-14,2024-07-02,Germany,175.78
11045,NW0006,3,2024-02-12,2021-03-13,2022-11-05,Canada,26.85
11046,NW0005,4,2021-04-05,2023-03-23,2024-04-23,Spain,44.21
11047,NW0004,7,2021-08-26,2023-03-15,2024-06-12,Canada,107.38
11048,NW0006,4,2021-08-03,2023-08-26,2022-09-10,France,50.53
11049,NW0004,4,2023-05-05,2021-01-21,2023-09-05,Mexico,195.16
11050,NW0010,4,2024-01-16,2022-06-12,2023-07-15,Sweden,101.46
11051,NW0001,8,2024-04-13,2022-12-13,2024-10-22,France,196.43
11052,NW0006,7,2024-01-02,2024-03-19,2021-10-13,Spain,185.43
11053,NW0001,7,2024-09-11,2024-08-04,2023-06-22,France,74.07
11054,NW0002,9,2023-02-23,2021-01-20,2023-01-04,France,112.38
11055,NW0009,3,2022-01-01,2021-08-08,2023-10-10,UK,137.1
11056,NW0004,7,2023-03-09,2021-09-19,2021-06-02,Sweden,7.81
11057,NW0001,4,2023-01-07,2022-09-30,2021-10-26,Mexico,89.51
11058,NW0008,2,2024-06-09,2022-07-26,2021-08-05,France,39.29
11059,NW0006,2,2023-04-29,2022-08-25,2023-06-09,UK,190.12
11060,NW0001,2,2022-05-30,2024-06-01,2024-03-05,UK,130.56
11061,NW0001,6,2022-07-19,2022-01-22,2022-10-01,UK,95.69
11062,NW0003,5,2023-09-14,2023-02-23,2023-07-12,Spain,5.64
11063,NW0006,1,2022-01-05,2023-06-30,2023-12-18,Germany,93.15
11064,NW0003,7,2024-02-04,2023-04-06,2022-05-13,Mexico,11.04
11065,NW0008,1,2023-10-28,2024-02-23,2023-12-09,Germany,197.7
11066,NW0005,5,2021-03-12,2024-08-31,2023-10-22,Canada,135.21
11067,NW0010,5,2023-09-17,2024-10-30,2023-04-24,Mexico,49.4
11068,NW0010,9,2021-02-24,2021-02-27,2021-11-16,Mexico,158.77
11069,NW0007,2,2024-11-29,2022-12-25,2021-10-06,Germany,57.68
11070,NW0005,4,2024-09-13,2024-10-23,2022-03-08,France,106.61
11071,NW0002,6,2021-08-21,2023-11-15,2023-05-09,Germany,54.8
11072,NW0006,7,2021-02-25,2022-02-01,2021-10-06,UK,92.9
11073,NW0005,3,2021-01-10,2024-04-08,2023-11-30,Germany,173.47
11074,NW0005,5,2022-12-20,2021-04-18,2022-05-17,Sweden,155.9
11075,NW0005,1,2023-02-20,2023-11-15,2023-02-23,Mexico,169.28
11076,NW0006,8,2022-05-15,2022-09-07,2021-09-27,Spain,28.55
11077,NW0002,1,2023-03-14,2024-12-01,2024-06-21,Spain,49.61
