order_id,payment_sequential,payment_type,payment_installments,payment_value
ORD0005536,1,credit_card,12,1422.3
ORD0005537,1,boleto,4,469.61
ORD0005538,1,debit_card,3,468.93
ORD0005539,1,credit_card,3,774.58
ORD0005540,1,credit_card,10,1208.92
ORD0005541,1,boleto,4,1321.79
ORD0005542,1,credit_card,6,1925.04
ORD0005543,1,voucher,12,1092.68
ORD0005544,1,voucher,4,1462.69
ORD0005545,1,credit_card,12,1954.34
ORD0005546,1,debit_card,10,569.31
ORD0005547,1,debit_card,2,1678.44
ORD0005548,1,credit_card,11,176.22
ORD0005549,1,boleto,12,1914.83
ORD0005550,1,voucher,1,1228.02
ORD0005551,1,debit_card,2,1655.19
ORD0005552,1,boleto,12,688.04
ORD0005553,1,boleto,5,398.71
ORD0005554,1,voucher,5,1994.0
ORD0005555,1,debit_card,1,562.44
ORD0005556,1,boleto,6,490.97
ORD0005557,1,voucher,5,1419.21
ORD0005558,1,voucher,7,647.24
ORD0005559,1,debit_card,8,324.84
ORD0005560,1,debit_card,7,1967.07
ORD0005561,1,debit_card,5,665.81
ORD0005562,1,debit_card,3,105.41
ORD0005563,1,voucher,2,1884.64
ORD0005564,1,boleto,7,1867.23
ORD0005565,1,voucher,1,294.63
ORD0005566,1,debit_card,5,1865.9
ORD0005567,1,credit_card,9,814.49
ORD0005568,1,credit_card,5,359.07
ORD0005569,1,voucher,7,1991.06
ORD0005570,1,debit_card,3,196.58
ORD0005571,1,debit_card,11,165.63
ORD0005572,1,debit_card,7,204.18
ORD0005573,1,boleto,5,1703.28
ORD0005574,1,voucher,8,330.37
ORD0005575,1,voucher,9,1022.0
ORD0005576,1,boleto,8,118.25
ORD0005577,1,voucher,5,566.63
ORD0005578,1,voucher,7,1852.69
ORD0005579,1,voucher,6,1257.7
ORD0005580,1,debit_card,10,1902.35
ORD0005581,1,boleto,3,742.92
ORD0005582,1,credit_card,2,491.1
ORD0005583,1,voucher,6,1845.22
ORD0005584,1,voucher,5,636.92
ORD0005585,1,credit_card,6,540.39
ORD0005586,1,debit_card,8,509.53
ORD0005587,1,credit_card,3,281.02
ORD0005588,1,voucher,10,1620.76
ORD0005589,1,debit_card,4,1007.17
ORD0005590,1,credit_card,8,1434.3
ORD0005591,1,credit_card,4,1054.71
ORD0005592,1,boleto,8,1145.65
ORD0005593,1,credit_card,1,470.63
ORD0005594,1,voucher,5,625.98
ORD0005595,1,voucher,9,364.75
ORD0005596,1,boleto,5,1993.86
ORD0005597,1,boleto,12,972.09
ORD0005598,1,boleto,12,346.68
ORD0005599,1,credit_card,1,1666.1
ORD0005600,1,credit_card,11,1019.96
ORD0005601,1,voucher,1,1928.62
ORD0005602,1,boleto,8,791.86
ORD0005603,1,debit_card,9,1131.06
ORD0005604,1,credit_card,6,1048.92
ORD0005605,1,debit_card,9,1038.82
ORD0005606,1,credit_card,3,1828.69
ORD0005607,1,boleto,5,405.41
ORD0005608,1,credit_card,12,1456.38
ORD0005609,1,boleto,8,1806.5
ORD0005610,1,debit_card,6,1933.64
ORD0005611,1,boleto,2,1265.35
ORD0005612,1,debit_card,10,939.58
ORD0005613,1,credit_card,4,48.65
ORD0005614,1,credit_card,5,1951.74
ORD0005615,1,credit_card,2,1001.42
ORD0005616,1,voucher,2,1313.02
ORD0005617,1,debit_card,7,1137.52
ORD0005618,1,credit_card,1,981.68
ORD0005619,1,debit_card,7,1451.37
ORD0005620,1,voucher,3,234.95
ORD0005621,1,debit_card,3,1870.59
ORD0005622,1,voucher,3,1403.69
ORD0005623,1,voucher,10,332.9
ORD0005624,1,credit_card,2,536.04
ORD0005625,1,boleto,11,216.78
ORD0005626,1,boleto,3,403.67
ORD0005627,1,credit_card,5,711.47
ORD0005628,1,debit_card,9,1917.04
ORD0005629,1,voucher,4,1495.02
ORD0005630,1,credit_card,5,1109.71
ORD0005631,1,debit_card,5,1160.95
ORD0005632,1,voucher,12,515.93
ORD0005633,1,voucher,3,655.93
ORD0005634,1,debit_card,5,912.19
ORD0005635,1,debit_card,4,728.61
ORD0005636,1,boleto,5,1862.66
ORD0005637,1,debit_card,9,827.24
ORD0005638,1,credit_card,5,597.51
ORD0005639,1,boleto,7,1848.35
ORD0005640,1,boleto,10,1343.49
ORD0005641,1,boleto,4,686.95
ORD0005642,1,credit_card,12,1815.62
ORD0005643,1,debit_card,3,1695.37
ORD0005644,1,voucher,8,1929.76
ORD0005645,1,debit_card,5,577.04
ORD0005646,1,debit_card,6,1558.74
ORD0005647,1,voucher,4,862.47
ORD0005648,1,boleto,2,1732.75
ORD0005649,1,voucher,12,1647.29
ORD0005650,1,voucher,10,155.25
ORD0005651,1,debit_card,6,763.99
ORD0005652,1,credit_card,7,1643.84
ORD0005653,1,debit_card,5,1630.9
ORD0005654,1,credit_card,10,1609.04
ORD0005655,1,credit_card,1,1475.53
ORD0005656,1,boleto,1,482.82
ORD0005657,1,debit_card,4,1571.62
ORD0005658,1,credit_card,9,61.27
ORD0005659,1,credit_card,12,743.37
ORD0005660,1,credit_card,4,1583.07
ORD0005661,1,voucher,10,1587.48
ORD0005662,1,credit_card,2,387.99
ORD0005663,1,credit_card,6,627.26
ORD0005664,1,credit_card,5,1501.3
ORD0005665,1,debit_card,5,808.57
ORD0005666,1,debit_card,3,714.33
ORD0005667,1,credit_card,12,1921.17
ORD0005668,1,credit_card,2,163.67
ORD0005669,1,credit_card,9,61.67
ORD0005670,1,voucher,9,1345.66
ORD0005671,1,debit_card,5,513.25
ORD0005672,1,credit_card,10,172.49
ORD0005673,1,voucher,5,82.94
ORD0005674,1,debit_card,7,1942.21
ORD0005675,1,voucher,11,1645.43
ORD0005676,1,debit_card,11,570.54
ORD0005677,1,debit_card,1,1454.68
ORD0005678,1,boleto,11,393.86
ORD0005679,1,credit_card,2,1957.86
ORD0005680,1,boleto,2,625.03
ORD0005681,1,credit_card,9,774.98
ORD0005682,1,boleto,3,604.32
ORD0005683,1,boleto,2,1819.24
ORD0005684,1,credit_card,8,334.75
ORD0005685,1,boleto,8,766.12
ORD0005686,1,debit_card,12,128.76
ORD0005687,1,voucher,11,383.27
ORD0005688,1,credit_card,9,845.38
ORD0005689,1,boleto,3,398.48
ORD0005690,1,boleto,2,1885.09
ORD0005691,1,debit_card,9,1659.2
ORD0005692,1,voucher,4,103.38
ORD0005693,1,credit_card,11,1640.03
ORD0005694,1,credit_card,11,1831.97
ORD0005695,1,voucher,7,1205.13
ORD0005696,1,debit_card,8,100.4
ORD0005697,1,credit_card,6,87.87
ORD0005698,1,boleto,1,1116.5
ORD0005699,1,credit_card,6,992.06
ORD0005700,1,credit_card,7,49.6
ORD0005701,1,debit_card,4,875.06
ORD0005702,1,voucher,7,1250.3
ORD0005703,1,debit_card,8,349.7
ORD0005704,1,debit_card,3,1577.14
ORD0005705,1,credit_card,4,1936.51
ORD0005706,1,credit_card,4,1498.05
ORD0005707,1,boleto,9,821.78
ORD0005708,1,boleto,1,548.98
ORD0005709,1,voucher,9,218.66
ORD0005710,1,debit_card,11,1067.6
ORD0005711,1,debit_card,9,1630.33
ORD0005712,1,voucher,1,1328.85
ORD0005713,1,credit_card,6,460.73
ORD0005714,1,credit_card,11,24.78
ORD0005715,1,credit_card,3,1467.38
ORD0005716,1,debit_card,7,782.24
ORD0005717,1,voucher,8,1062.67
ORD0005718,1,voucher,8,198.8
ORD0005719,1,debit_card,2,530.2
ORD0005720,1,boleto,3,196.19
ORD0005721,1,credit_card,5,1593.01
ORD0005722,1,voucher,5,1822.26
ORD0005723,1,boleto,7,823.06
ORD0005724,1,boleto,4,48.54
ORD0005725,1,debit_card,10,1719.33
ORD0005726,1,voucher,3,1913.94
ORD0005727,1,voucher,11,1664.62
ORD0005728,1,voucher,10,1020.37
ORD0005729,1,credit_card,4,679.37
ORD0005730,1,boleto,3,1384.97
ORD0005731,1,boleto,3,1511.42
ORD0005732,1,boleto,8,1690.35
ORD0005733,1,debit_card,3,1694.71
ORD0005734,1,credit_card,3,92.86
ORD0005735,1,boleto,11,379.78
ORD0005736,1,debit_card,1,1757.26
ORD0005737,1,debit_card,4,781.27
ORD0005738,1,voucher,6,1007.28
ORD0005739,1,voucher,3,70.37
ORD0005740,1,credit_card,10,281.36
ORD0005741,1,credit_card,8,708.71
ORD0005742,1,debit_card,1,383.42
ORD0005743,1,boleto,6,741.23
ORD0005744,1,debit_card,1,883.3
ORD0005745,1,voucher,11,951.28
ORD0005746,1,boleto,10,771.64
ORD0005747,1,credit_card,5,1540.19
ORD0005748,1,debit_card,9,255.44
ORD0005749,1,debit_card,2,253.47
ORD0005750,1,credit_card,6,1852.72
ORD0005751,1,voucher,11,1246.25
ORD0005752,1,voucher,2,290.55
ORD0005753,1,boleto,10,1863.33
ORD0005754,1,boleto,10,1659.5
ORD0005755,1,credit_card,6,925.13
ORD0005756,1,voucher,8,747.81
ORD0005757,1,voucher,3,603.54
ORD0005758,1,credit_card,4,467.31
ORD0005759,1,debit_card,5,396.71
ORD0005760,1,debit_card,6,799.05
ORD0005761,1,voucher,9,1979.66
ORD0005762,1,voucher,3,714.55
ORD0005763,1,credit_card,3,1324.62
ORD0005764,1,boleto,3,544.17
ORD0005765,1,credit_card,7,621.16
ORD0005766,1,voucher,8,957.65
ORD0005767,1,boleto,6,88.67
ORD0005768,1,voucher,8,1682.0
ORD0005769,1,boleto,11,893.07
ORD0005770,1,boleto,2,463.62
ORD0005771,1,boleto,8,25.16
ORD0005772,1,debit_card,4,1615.87
ORD0005773,1,debit_card,1,262.47
ORD0005774,1,debit_card,3,753.86
ORD0005775,1,voucher,6,843.68
ORD0005776,1,credit_card,5,1597.65
ORD0005777,1,boleto,11,191.26
ORD0005778,1,credit_card,3,1880.58
ORD0005779,1,credit_card,7,401.93
ORD0005780,1,boleto,10,1626.47
ORD0005781,1,credit_card,7,281.58
ORD0005782,1,boleto,5,1408.49
ORD0005783,1,credit_card,2,1367.65
ORD0005784,1,debit_card,6,392.52
ORD0005785,1,voucher,3,1447.26
ORD0005786,1,voucher,2,1580.69
ORD0005787,1,boleto,3,1720.32
ORD0005788,1,debit_card,10,708.49
ORD0005789,1,debit_card,7,1691.34
ORD0005790,1,credit_card,5,954.67
ORD0005791,1,debit_card,3,485.25
ORD0005792,1,debit_card,4,1815.87
ORD0005793,1,voucher,5,1768.87
ORD0005794,1,voucher,1,447.04
ORD0005795,1,voucher,3,1968.25
ORD0005796,1,voucher,5,649.12
ORD0005797,1,boleto,4,1524.5
ORD0005798,1,debit_card,3,1152.77
ORD0005799,1,voucher,4,135.37
ORD0005800,1,boleto,10,1320.73
ORD0005801,1,credit_card,9,361.47
ORD0005802,1,boleto,2,1815.22
ORD0005803,1,voucher,6,39.94
ORD0005804,1,boleto,11,1077.74
ORD0005805,1,debit_card,3,1427.09
ORD0005806,1,boleto,8,1745.38
ORD0005807,1,credit_card,10,1974.25
ORD0005808,1,credit_card,7,1456.0
ORD0005809,1,boleto,7,741.6
ORD0005810,1,credit_card,7,1956.24
ORD0005811,1,boleto,7,1455.45
ORD0005812,1,debit_card,9,1385.5
ORD0005813,1,boleto,6,1265.36
ORD0005814,1,debit_card,10,1779.88
ORD0005815,1,credit_card,10,1626.77
ORD0005816,1,credit_card,7,937.99
ORD0005817,1,debit_card,2,855.06
ORD0005818,1,boleto,4,1427.91
ORD0005819,1,credit_card,5,809.61
ORD0005820,1,boleto,7,1254.57
ORD0005821,1,debit_card,9,956.02
ORD0005822,1,voucher,8,742.16
ORD0005823,1,credit_card,12,979.63
ORD0005824,1,debit_card,9,292.64
ORD0005825,1,credit_card,5,1694.54
ORD0005826,1,voucher,1,575.03
ORD0005827,1,voucher,9,1360.93
ORD0005828,1,debit_card,3,620.98
ORD0005829,1,credit_card,3,1453.75
ORD0005830,1,credit_card,4,996.23
ORD0005831,1,boleto,11,1798.97
ORD0005832,1,debit_card,2,797.64
ORD0005833,1,credit_card,9,803.19
ORD0005834,1,debit_card,5,506.02
ORD0005835,1,voucher,7,180.35
ORD0005836,1,boleto,6,1689.8
ORD0005837,1,voucher,5,1232.99
ORD0005838,1,voucher,2,792.36
ORD0005839,1,voucher,9,1070.41
ORD0005840,1,boleto,7,1349.13
ORD0005841,1,credit_card,12,510.96
ORD0005842,1,credit_card,2,418.59
ORD0005843,1,debit_card,4,83.63
ORD0005844,1,debit_card,5,324.45
ORD0005845,1,voucher,9,289.0
ORD0005846,1,voucher,9,580.26
ORD0005847,1,boleto,1,1868.46
ORD0005848,1,credit_card,11,1997.61
ORD0005849,1,voucher,1,355.46
ORD0005850,1,credit_card,6,1254.05
ORD0005851,1,voucher,2,96.07
ORD0005852,1,debit_card,8,1839.87
ORD0005853,1,credit_card,8,495.68
ORD0005854,1,voucher,4,1466.69
ORD0005855,1,debit_card,7,119.29
ORD0005856,1,voucher,9,387.61
ORD0005857,1,debit_card,6,1531.72
ORD0005858,1,voucher,2,1167.32
ORD0005859,1,debit_card,1,1881.68
ORD0005860,1,credit_card,7,851.44
ORD0005861,1,voucher,9,436.46
ORD0005862,1,boleto,12,1907.33
ORD0005863,1,boleto,10,1389.96
ORD0005864,1,debit_card,6,782.32
ORD0005865,1,voucher,5,895.72
ORD0005866,1,voucher,10,1956.27
ORD0005867,1,credit_card,9,1018.39
ORD0005868,1,debit_card,2,1830.65
ORD0005869,1,boleto,5,1678.09
ORD0005870,1,debit_card,6,1956.47
ORD0005871,1,credit_card,4,1193.92
ORD0005872,1,debit_card,6,185.77
ORD0005873,1,credit_card,9,616.48
ORD0005874,1,voucher,7,1310.13
ORD0005875,1,debit_card,9,605.5
ORD0005876,1,credit_card,2,645.51
ORD0005877,1,boleto,10,1354.75
ORD0005878,1,debit_card,1,440.17
ORD0005879,1,debit_card,2,988.79
ORD0005880,1,debit_card,5,1104.1
ORD0005881,1,debit_card,6,291.3
ORD0005882,1,credit_card,4,623.48
ORD0005883,1,debit_card,12,1928.53
ORD0005884,1,debit_card,1,1383.34
ORD0005885,1,debit_card,2,1926.61
ORD0005886,1,voucher,1,1072.48
ORD0005887,1,voucher,8,611.68
ORD0005888,1,credit_card,7,1512.45
ORD0005889,1,debit_card,3,221.25
ORD0005890,1,debit_card,8,1941.61
ORD0005891,1,voucher,5,1975.71
ORD0005892,1,voucher,7,410.09
ORD0005893,1,debit_card,5,824.41
ORD0005894,1,voucher,8,98.11
ORD0005895,1,boleto,12,418.39
ORD0005896,1,debit_card,6,1671.9
ORD0005897,1,boleto,3,1493.41
ORD0005898,1,credit_card,10,314.44
ORD0005899,1,boleto,5,590.6
ORD0005900,1,voucher,8,1379.22
ORD0005901,1,credit_card,11,727.1
ORD0005902,1,voucher,1,1807.54
ORD0005903,1,debit_card,10,54.72
ORD0005904,1,voucher,10,1647.02
ORD0005905,1,voucher,4,1690.06
ORD0005906,1,debit_card,10,1650.74
ORD0005907,1,boleto,2,868.09
ORD0005908,1,credit_card,9,1898.38
ORD0005909,1,voucher,1,277.19
ORD0005910,1,credit_card,6,1576.63
ORD0005911,1,voucher,3,1876.85
ORD0005912,1,voucher,8,710.22
ORD0005913,1,credit_card,10,785.14
ORD0005914,1,credit_card,1,203.03
ORD0005915,1,voucher,5,182.35
ORD0005916,1,debit_card,8,298.92
ORD0005917,1,credit_card,9,1695.64
ORD0005918,1,credit_card,8,634.41
ORD0005919,1,boleto,8,197.06
ORD0005920,1,debit_card,7,140.44
ORD0005921,1,voucher,1,679.24
ORD0005922,1,boleto,11,1726.97
ORD0005923,1,debit_card,8,557.07
ORD0005924,1,boleto,2,1738.09
ORD0005925,1,boleto,11,280.32
ORD0005926,1,debit_card,2,1059.8
ORD0005927,1,credit_card,9,911.23
ORD0005928,1,boleto,8,1060.94
ORD0005929,1,voucher,10,1107.18
ORD0005930,1,boleto,4,609.61
ORD0005931,1,voucher,8,1201.66
ORD0005932,1,voucher,2,665.05
ORD0005933,1,boleto,9,1137.02
ORD0005934,1,boleto,3,1397.23
ORD0005935,1,voucher,7,449.94
ORD0005936,1,voucher,5,139.44
ORD0005937,1,credit_card,12,1377.21
ORD0005938,1,voucher,8,1730.85
ORD0005939,1,credit_card,7,1280.05
ORD0005940,1,debit_card,3,1833.71
ORD0005941,1,debit_card,1,93.66
ORD0005942,1,debit_card,8,320.48
ORD0005943,1,boleto,6,605.02
ORD0005944,1,debit_card,12,878.2
ORD0005945,1,debit_card,12,1398.75
ORD0005946,1,debit_card,5,1166.0
ORD0005947,1,debit_card,6,504.99
ORD0005948,1,voucher,5,1878.56
ORD0005949,1,voucher,9,1248.27
ORD0005950,1,credit_card,1,899.49
ORD0005951,1,credit_card,8,418.86
ORD0005952,1,voucher,4,1738.01
ORD0005953,1,boleto,4,1587.57
ORD0005954,1,voucher,3,1356.99
ORD0005955,1,debit_card,5,545.18
ORD0005956,1,voucher,3,85.43
ORD0005957,1,boleto,5,1855.97
ORD0005958,1,debit_card,8,1729.79
ORD0005959,1,boleto,4,692.99
ORD0005960,1,boleto,5,567.39
ORD0005961,1,voucher,2,311.09
ORD0005962,1,credit_card,5,1927.37
ORD0005963,1,debit_card,2,255.14
ORD0005964,1,voucher,2,1417.09
ORD0005965,1,boleto,10,1686.8
ORD0005966,1,credit_card,1,266.73
ORD0005967,1,debit_card,10,824.52
ORD0005968,1,credit_card,11,498.48
ORD0005969,1,credit_card,7,205.6
ORD0005970,1,voucher,7,315.04
ORD0005971,1,boleto,3,614.61
ORD0005972,1,voucher,5,1165.3
ORD0005973,1,debit_card,5,826.32
ORD0005974,1,boleto,2,1837.5
ORD0005975,1,credit_card,6,1292.24
ORD0005976,1,debit_card,8,1443.32
ORD0005977,1,boleto,1,48.7
ORD0005978,1,debit_card,11,159.25
ORD0005979,1,debit_card,7,1560.81
ORD0005980,1,voucher,6,1303.91
ORD0005981,1,credit_card,11,1469.35
ORD0005982,1,credit_card,5,1558.6
ORD0005983,1,voucher,9,1020.36
ORD0005984,1,boleto,2,622.41
ORD0005985,1,debit_card,5,737.64
ORD0005986,1,credit_card,1,883.94
ORD0005987,1,boleto,2,663.32
ORD0005988,1,voucher,8,863.47
ORD0005989,1,credit_card,7,458.11
ORD0005990,1,boleto,12,710.53
ORD0005991,1,credit_card,10,1120.02
ORD0005992,1,boleto,12,779.5
ORD0005993,1,boleto,4,350.89
ORD0005994,1,debit_card,11,1254.66
ORD0005995,1,boleto,10,109.06
ORD0005996,1,debit_card,2,940.73
ORD0005997,1,boleto,10,470.1
ORD0005998,1,voucher,12,873.12
ORD0005999,1,debit_card,11,1604.14
ORD0006000,1,boleto,6,1063.68
ORD0006001,1,voucher,4,1291.15
ORD0006002,1,debit_card,8,1093.21
ORD0006003,1,credit_card,11,1931.63
ORD0006004,1,boleto,8,395.23
ORD0006005,1,boleto,3,1748.94
ORD0006006,1,credit_card,6,916.93
ORD0006007,1,debit_card,11,846.09
ORD0006008,1,debit_card,12,1568.39
ORD0006009,1,credit_card,5,56.62
ORD0006010,1,credit_card,8,1591.23
ORD0006011,1,credit_card,9,120.06
ORD0006012,1,boleto,6,596.65
ORD0006013,1,boleto,8,184.28
ORD0006014,1,voucher,7,284.4
ORD0006015,1,voucher,6,120.16
ORD0006016,1,boleto,2,771.26
ORD0006017,1,credit_card,8,603.89
ORD0006018,1,boleto,9,1537.94
ORD0006019,1,credit_card,2,1662.55
ORD0006020,1,voucher,5,1382.39
ORD0006021,1,debit_card,10,1987.34
ORD0006022,1,debit_card,3,1708.6
ORD0006023,1,debit_card,4,1934.51
ORD0006024,1,credit_card,12,836.65
ORD0006025,1,boleto,4,1543.51
ORD0006026,1,credit_card,12,1468.05
ORD0006027,1,credit_card,2,199.94
ORD0006028,1,debit_card,2,1906.37
ORD0006029,1,debit_card,1,427.14
ORD0006030,1,voucher,10,1843.91
ORD0006031,1,boleto,7,169.08
ORD0006032,1,credit_card,6,557.35
ORD0006033,1,voucher,11,543.74
ORD0006034,1,debit_card,9,1347.17
ORD0006035,1,debit_card,4,1772.87
ORD0006036,1,credit_card,7,1118.63
ORD0006037,1,credit_card,6,35.47
ORD0006038,1,voucher,7,420.07
ORD0006039,1,debit_card,1,614.4
ORD0006040,1,boleto,7,946.41
ORD0006041,1,voucher,12,75.63
ORD0006042,1,voucher,3,1597.0
ORD0006043,1,debit_card,4,1994.56
ORD0006044,1,voucher,12,57.52
ORD0006045,1,voucher,6,1836.06
ORD0006046,1,voucher,10,49.93
ORD0006047,1,voucher,4,655.64
ORD0006048,1,boleto,7,1545.21
ORD0006049,1,credit_card,12,1276.33
ORD0006050,1,boleto,2,1149.78
ORD0006051,1,boleto,4,1237.91
ORD0006052,1,credit_card,6,1963.73
ORD0006053,1,voucher,12,43.39
ORD0006054,1,boleto,6,124.98
ORD0006055,1,debit_card,4,269.97
ORD0006056,1,credit_card,8,1194.73
ORD0006057,1,debit_card,12,276.41
ORD0006058,1,boleto,11,226.81
ORD0006059,1,boleto,8,893.41
ORD0006060,1,voucher,2,631.99
ORD0006061,1,debit_card,9,934.51
ORD0006062,1,boleto,10,427.35
ORD0006063,1,credit_card,12,535.88
ORD0006064,1,credit_card,6,1410.7
ORD0006065,1,debit_card,5,102.88
ORD0006066,1,debit_card,1,1323.49
ORD0006067,1,boleto,11,1991.41
ORD0006068,1,boleto,2,279.53
ORD0006069,1,voucher,6,455.64
ORD0006070,1,debit_card,8,93.78
ORD0006071,1,voucher,6,1673.05
ORD0006072,1,credit_card,1,1624.48
ORD0006073,1,credit_card,1,137.91
ORD0006074,1,credit_card,6,1585.07
ORD0006075,1,credit_card,6,1892.01
ORD0006076,1,debit_card,3,590.27
ORD0006077,1,credit_card,12,1618.01
ORD0006078,1,debit_card,10,1680.79
ORD0006079,1,boleto,7,505.48
ORD0006080,1,debit_card,8,92.23
ORD0006081,1,boleto,3,1663.14
ORD0006082,1,credit_card,8,226.23
ORD0006083,1,voucher,9,504.19
ORD0006084,1,credit_card,4,732.18
ORD0006085,1,debit_card,2,996.32
ORD0006086,1,voucher,11,1148.8
ORD0006087,1,debit_card,2,1782.42
ORD0006088,1,debit_card,10,984.58
ORD0006089,1,boleto,10,928.39
ORD0006090,1,debit_card,8,1629.08
ORD0006091,1,boleto,1,1173.96
ORD0006092,1,voucher,9,1975.92
ORD0006093,1,voucher,9,471.39
ORD0006094,1,boleto,1,183.5
ORD0006095,1,voucher,11,348.36
ORD0006096,1,boleto,9,522.41
ORD0006097,1,debit_card,2,1013.4
ORD0006098,1,boleto,2,839.76
ORD0006099,1,credit_card,7,1358.08
ORD0006100,1,credit_card,8,1694.99
ORD0006101,1,debit_card,10,798.66
ORD0006102,1,debit_card,4,768.32
ORD0006103,1,credit_card,2,1940.47
ORD0006104,1,credit_card,8,162.36
ORD0006105,1,boleto,1,610.01
ORD0006106,1,boleto,3,882.6
ORD0006107,1,credit_card,8,1011.3
ORD0006108,1,boleto,1,670.95
ORD0006109,1,boleto,6,1234.51
ORD0006110,1,boleto,10,934.76
ORD0006111,1,credit_card,1,622.65
ORD0006112,1,credit_card,11,1466.06
ORD0006113,1,debit_card,6,663.69
ORD0006114,1,boleto,2,1011.94
ORD0006115,1,credit_card,7,975.96
ORD0006116,1,debit_card,12,1368.55
ORD0006117,1,boleto,4,1581.59
ORD0006118,1,boleto,6,94.62
ORD0006119,1,credit_card,8,1762.9
ORD0006120,1,debit_card,7,363.72
ORD0006121,1,credit_card,12,1864.22
ORD0006122,1,credit_card,10,1894.5
ORD0006123,1,debit_card,6,692.17
ORD0006124,1,debit_card,3,452.16
ORD0006125,1,credit_card,12,328.51
ORD0006126,1,voucher,5,1440.28
ORD0006127,1,debit_card,10,1835.36
ORD0006128,1,boleto,6,1867.34
ORD0006129,1,credit_card,2,48.72
ORD0006130,1,credit_card,11,384.93
ORD0006131,1,debit_card,10,576.3
ORD0006132,1,voucher,3,402.54
ORD0006133,1,credit_card,12,505.96
ORD0006134,1,voucher,11,1136.87
ORD0006135,1,credit_card,2,1341.66
ORD0006136,1,boleto,9,150.8
ORD0006137,1,voucher,3,1957.37
ORD0006138,1,credit_card,3,1569.45
ORD0006139,1,voucher,4,1055.2
ORD0006140,1,boleto,9,812.47
ORD0006141,1,voucher,3,512.08
ORD0006142,1,credit_card,4,1406.07
ORD0006143,1,debit_card,10,1309.35
ORD0006144,1,boleto,11,1954.02
ORD0006145,1,boleto,1,115.36
ORD0006146,1,credit_card,7,340.79
ORD0006147,1,credit_card,4,646.56
ORD0006148,1,credit_card,11,1427.66
ORD0006149,1,boleto,7,1864.69
ORD0006150,1,credit_card,7,1876.55
ORD0006151,1,boleto,12,1106.49
ORD0006152,1,debit_card,2,1883.78
ORD0006153,1,boleto,5,415.32
ORD0006154,1,debit_card,7,1033.16
ORD0006155,1,debit_card,2,669.07
ORD0006156,1,debit_card,9,1274.84
ORD0006157,1,boleto,7,1308.59
ORD0006158,1,credit_card,5,1680.48
ORD0006159,1,boleto,1,244.65
ORD0006160,1,debit_card,6,549.32
ORD0006161,1,voucher,11,715.82
ORD0006162,1,voucher,2,1742.66
ORD0006163,1,boleto,6,1400.12
ORD0006164,1,boleto,3,1137.63
ORD0006165,1,boleto,8,78.82
ORD0006166,1,credit_card,3,941.41
ORD0006167,1,boleto,12,1359.94
ORD0006168,1,boleto,8,1059.45
ORD0006169,1,credit_card,7,1257.23
ORD0006170,1,voucher,1,912.08
ORD0006171,1,credit_card,12,1639.08
ORD0006172,1,credit_card,9,1585.54
ORD0006173,1,voucher,6,906.03
ORD0006174,1,boleto,1,295.56
ORD0006175,1,boleto,1,998.74
ORD0006176,1,credit_card,10,548.87
ORD0006177,1,credit_card,11,509.36
ORD0006178,1,credit_card,11,1857.89
ORD0006179,1,credit_card,7,1867.29
ORD0006180,1,credit_card,9,872.86
ORD0006181,1,credit_card,9,1176.98
ORD0006182,1,voucher,6,497.69
ORD0006183,1,voucher,2,1491.08
ORD0006184,1,voucher,10,896.76
ORD0006185,1,credit_card,4,402.55
ORD0006186,1,credit_card,4,326.24
ORD0006187,1,voucher,8,1935.58
ORD0006188,1,boleto,7,800.31
ORD0006189,1,debit_card,3,1266.37
ORD0006190,1,boleto,8,1708.95
ORD0006191,1,debit_card,5,255.83
ORD0006192,1,boleto,4,119.64
ORD0006193,1,voucher,9,172.43
ORD0006194,1,credit_card,9,1812.47
ORD0006195,1,boleto,12,1822.39
ORD0006196,1,debit_card,7,1744.36
ORD0006197,1,credit_card,2,1918.51
ORD0006198,1,credit_card,2,583.34
ORD0006199,1,voucher,1,331.68
ORD0006200,1,credit_card,5,1650.3
ORD0006201,1,debit_card,6,1269.15
ORD0006202,1,voucher,7,1620.02
ORD0006203,1,credit_card,11,962.86
ORD0006204,1,debit_card,8,966.37
ORD0006205,1,boleto,4,261.13
ORD0006206,1,voucher,3,801.56
ORD0006207,1,boleto,11,123.31
ORD0006208,1,voucher,2,856.61
ORD0006209,1,credit_card,6,280.28
ORD0006210,1,voucher,10,827.41
ORD0006211,1,credit_card,7,1441.84
ORD0006212,1,debit_card,3,296.97
ORD0006213,1,debit_card,6,218.84
ORD0006214,1,boleto,7,1301.69
ORD0006215,1,boleto,8,159.49
ORD0006216,1,voucher,10,96.81
ORD0006217,1,credit_card,9,481.21
ORD0006218,1,debit_card,2,367.18
ORD0006219,1,voucher,3,185.71
ORD0006220,1,boleto,2,670.95
ORD0006221,1,debit_card,10,1584.35
ORD0006222,1,voucher,2,1358.88
ORD0006223,1,debit_card,3,612.53
ORD0006224,1,credit_card,9,493.72
ORD0006225,1,voucher,6,216.68
ORD0006226,1,voucher,3,263.89
ORD0006227,1,credit_card,3,1142.42
ORD0006228,1,boleto,11,1584.69
ORD0006229,1,credit_card,10,981.82
ORD0006230,1,voucher,10,236.06
ORD0006231,1,credit_card,7,1822.26
ORD0006232,1,debit_card,9,1957.71
ORD0006233,1,debit_card,2,1023.46
